ACCESSION_NUMBER	NONDERIV_HOLDING_SK	SECURITY_TITLE	SECURITY_TITLE_FN	TRANS_FORM_TYPE	TRANS_FORM_TYPE_FN	SHRS_OWND_FOLWNG_TRANS	SHRS_OWND_FOLWNG_TRANS_FN	VALU_OWND_FOLWNG_TRANS	VALU_OWND_FOLWNG_TRANS_FN	DIRECT_INDIRECT_OWNERSHIP	DIRECT_INDIRECT_OWNERSHIP_FN	NATURE_OF_OWNERSHIP	NATURE_OF_OWNERSHIP_FN
0000950170-24-078628	2782347	Class C Google Stock Units	F3			24321.0				D			
0000950170-24-078628	2782346	Class A Common Stock				8940.0				D			
0001562180-24-005334	2515563	Common Stock				103899.0				I		By John Freund Family Partnership IV, LP	F3
0001562180-24-005333	2491047	Common Stock				103499.0	F2			I		by Trust	F4
0001562180-24-005328	2760151	Common Stock				75603.0				D	F3		
0001127602-24-019338	2764848	Common Stock				41045.0	F5			I		By Trust	
0001127602-24-019338	2764847	Common Stock				41045.0	F5			I		By Trust	
0001628280-24-030366	2743271	Class A Common Stock				2632766.0				I		By Trust	
0001628280-24-030366	2743270	Class A Common Stock				4595.0				I		By LLC	
0001599298-24-000105	2443358	Common Stock				6000.0				I	F1	By Living Trust for Diana & Kiana Anvari	
0000950170-24-078601	2707502	Class C Capital Stock				322299.0				I		By Prabhakar Raghavan, Srilatha Raghavan, UA 01-12-2000 Raghavan Living Trust	
0001437749-24-021431	2584889	Common Stock				86555.0				D			
0001022408-24-000042	2592208	Common Stock				424.0				I		By IRA	
0001127602-24-019330	2421627	Common Stock				15257.0	F1			D			
0000950170-24-078596	2654169	Common Stock				45000.0				I		Emersyn Matheny Irrevocable Trust	
0001437749-24-021428	2776473	Common Stock - Series D				2200.0				I		Held by Puppy Toes, Inc.	
0001437749-24-021428	2776477	Common Stock - Series A				79552.0				I			
0001437749-24-021428	2776474	Common Stock - Series D				5100.0				D		Various	F1
0001437749-24-021428	2776475	Common Stock - Series A				881846.0				D		Held by Centurion Counsel, Inc.	F2
0001437749-24-021428	2776476	Common Stock - Series A				22600.0				I			
0001441816-24-000131	2693426	Class A Common Stock				95000.0				I		Dwight A. Merriman Charitable Foundation	F4
0001441816-24-000131	2693425	Class A Common Stock				522896.0				I		By Trust	F3
0001441816-24-000130	2693760	Class A Common Stock				5000.0				I		UAISLE Trust U/A DTD 11/15/2021	F2
0001441816-24-000130	2693762	Class A Common Stock				5000.0				I		CEANSA Trust U/A DTD 11/15/2021	F4
0001441816-24-000130	2693763	Class A Common Stock				5000.0				I		AOGALL Trust U/A DTD 11/15/2021	F5
0001441816-24-000130	2693761	Class A Common Stock				5000.0				I		BREOGA Trust U/A DTD 11/15/2021	F3
0001441816-24-000129	2628285	Class A Common Stock				15995.0				I		By Trust	F3
0001441816-24-000128	2345001	Class A Common Stock				217513.0				I		By Estate Planning Vehicles	
0001476840-24-000117	2711292	Class A Common Stock				218680.0				D			
0000731766-24-000217	2803354	Common Stock				338.59				I		By 401(k)	
0000731766-24-000217	2803357	Common Stock				60070.0				I		By GRAT12	
0000731766-24-000217	2803355	Common Stock				97176.0				I		By GRAT10	
0000731766-24-000217	2803358	Common Stock				100000.0				I		By GRAT13	
0000731766-24-000217	2803356	Common Stock				50040.0				I		By GRAT11	
0000950170-24-078566	2753921	Common Stock				1868191.0				I		The JLKL 2020 Irrevocable Family Trust	
0000929638-24-002288	2371650	Common Stock				1002207.0				I		See Footnotes	F1, F3
0000897069-24-001455	2437741	Class B common stock, par value $0.01 per share	F4			596158.0				I			
0000897069-24-001455	2437740	Class B common stock, par value $0.01 per share	F4			809409.0				I		See Footnote	F6
0000897069-24-001455	2437739	Class B common stock, par value $0.01 per share	F4			57820586.0				D		By trust	F5
0000731766-24-000214	2633960	Common Stock				6791.0				I		By Trust	
0000731766-24-000211	2556728	Common Stock				110.0				I		By Trust	
0000731766-24-000209	2716267	Common Stock				2000.0				I		By Trust	
0000731766-24-000207	2449668	Common Stock				55.0				I		By Trust 3	
0000731766-24-000207	2449667	Common Stock				45.0				I		By Trust 2	
0000731766-24-000207	2449666	Common Stock				30.0				I		By Trust 1	
0000731766-24-000207	2449665	Common Stock				2146.0				I		By Revocable Trust	
0000950170-24-078560	2300531	Class A Common Stock				2239473.0				I		By Sun Brothers II LLC	F3
0000950170-24-078560	2300532	Class A Common Stock				3941562.0				I		By LaunchTime LLC	F3
0000950170-24-078560	2300530	Class A Common Stock				2169421.0				I		By Sun Brothers LLC	F3
0000950170-24-078556	2640567	Common Stock				12500.0				I		By Charis Michelle Richison Trust	F15
0000950170-24-078556	2640566	Common Stock				56.0				I		By Abrie R. Richison 2012 Irrevocable Trust	F14
0000950170-24-078556	2640565	Common Stock				253.0				I		By Ian D. Richison 2012 Irrevocable Trust	F13
0000950170-24-078556	2640564	Common Stock				253.0				I		By Ava L. Richison 2012 Irrevocable Trust	F12
0000950170-24-078556	2640563	Common Stock				1012.0				I		By Charles Banks Pedersen 2022 Irrevocable Trust	F11
0000950170-24-078556	2640562	Common Stock				1012.0				I		By Sage Elizabeth Richison 2022 Irrevocable Trust	F10
0000950170-24-078556	2640561	Common Stock				1012.0				I		By Kase Gabriel Richison 2022 Irrevocable Trust	F9
0000950170-24-078556	2640560	Common Stock				1012.0				I		By Lane West Richison 2022 Irrevocable Trust	F8
0000950170-24-078556	2640558	Common Stock				1012.0				I		By Faye Penelope Richison 2023 Irrevocable Trust	F6
0000950170-24-078556	2640559	Common Stock				1012.0				I		By Rome West Pedersen 2023 Irrevocable Trust	F7
0001104659-24-075725	2335718	Common Stock, $0.001 par value				459690.0				I			
0001104659-24-075725	2335717	Common Stock, $0.001 par value				1227203.0				I		See Footnote	F5
0001104659-24-075725	2335716	Common Stock, $0.001 par value				3157399.0				I		See Footnote	F4
0001104659-24-075725	2335715	Common Stock, $0.001 par value				189.0	F1			D		See Footnote	F3
0001628280-24-030353	2605465	Common Stock				205080.0	F1			D			
0001213900-24-056717	2733310	Common stock				40000.0				D			
0001209191-24-005932	2714070	Common Stock				8405.68				I		See Footnote	F2
0001437749-24-021416	2319847	Common Stock - Series A				79552.0				I			
0001437749-24-021416	2319844	Common Stock - Series D				2200.0				I		Held by Puppy Toes, Inc.	
0001437749-24-021416	2319845	Common Stock - Series D				5100.0				D		Various	F1
0001437749-24-021416	2319846	Common Stock - Series A				22600.0				I		Held by Centurion Counsel, Inc.	F2
0001632970-24-000066	2587596	Class T Common Stock				18318.0				D		By The Streiff Family Trust UA DTD 03/26/2013	F3
0001632970-24-000066	2587598	Class I Common Stock				62124.0				I			
0001632970-24-000066	2587597	Class T Common Stock				11946.0				I		By The Streiff Family Trust UA DTD 03/26/2013	F3
0000950170-24-078515	2302493	Common Shares				1.22				I		by 401K Plan	
0000950170-24-078515	2302492	Common Shares				4600.0				I		by IRA	
0001415889-24-018336	2304159	Common Stock				88531.0				I		See footnote	F5
0001415889-24-018336	2304160	Common Stock				88531.0				I		See footnote	F6
0001556593-24-000015	2601125	Common Stock, par value $0.01 per share				2874744.0				D			
0001213900-24-056682	2562726	Common Stock				4367.0				I		See Footnotes	F3, F1
0001213900-24-056682	2562727	Common Stock				1123563.0				D		See Footnotes	F1, F4
0001213900-24-056682	2562728	Common Stock				147627.0				I			
0000016732-24-000096	2690753	Common Stock				1333.0				I		Hera Management LLC	F3
0000016732-24-000096	2690752	Common Stock				13230543.0				I		Contango Limited LP	F2
0000016732-24-000096	2690751	Common Stock				103974.0				I		Trust for Daughter	F1
0000918541-24-000099	2316257	Common Stock				0.0	F1			D			
0000315032-24-000085	2669326	Common Stock				520000.0				D			
0000950170-24-078468	2484368	American Depositary Shares representing Ordinary Shares	F1			14196.0				I		By The Lewicki Family Living Trust dated December 6, 2000	
0001493152-24-025436	2607271	Common Stock				20000.0	F1			D			
0001127602-24-019326	2428157	Preferred Shares, Series U				46.0				I			
0001127602-24-019326	2428155	Preferred Shares, Series BB				39.0				I		By Spouse	
0001127602-24-019326	2428156	Preferred Shares, Series EE				100.0				I		By Spouse	
0001127602-24-019326	2428154	Common Stock, $1 2/3 Par Value				0.0				D		By Spouse	
0000016732-24-000088	2593757	Common Stock				180000.0				I		Spousal Trust	F4
0000016732-24-000088	2593755	Common Stock				2857.0				I		Family management company	F2
0000016732-24-000088	2593756	Common Stock				3994.0				I		Family management company	F3
0000016732-24-000088	2593754	Common Stock				450705.0				I		ADvB 2016 GRAT	F1
0001415889-24-018321	2662786	Class A Common Stock				23529.0				D			
0001628280-24-030323	2384289	Common Stock				30000.0				I		By Trust	F7
0001104659-24-075657	2558643	Common Stock				118584.0	F1			D			
0001610717-24-000366	2336960	Common Stock				7382.0	F1			I		See Footnote	F3
0001127602-24-019324	2802353	Common Stock				1177.0				I		Spouse	
0001127602-24-019324	2802352	Common Stock				600.0				I		Childrens Trust	
0001415889-24-018316	2343354	Class A Common Stock				33796.0				D			
0001415889-24-018314	2593912	Class A Common Stock				175401.0				D			
0001415889-24-018314	2593913	Class A Common Stock				6417.0				I		By Daughter	F1
0000050725-24-000087	2415720	Common Stock				40298.0				I		By Spouse and Children	
0000050725-24-000087	2415719	Common Stock				5007.0	F2			I		By ESOP	
0001415889-24-018311	2515316	Class A Common Stock				213903.0				I		By Trust	F1
0001415889-24-018311	2515317	Class A Common Stock				2994.0				I		By Family Members	F2
0001415889-24-018309	2700512	Class A Common Stock				20026.0				I		By GRAT	F2
0001415889-24-018309	2700510	Class A Common Stock				21978.0				D			
0001415889-24-018309	2700511	Class A Common Stock				20026.0				I		By GRAT	F1
0001415889-24-018308	2818122	Class A Common Stock				90804.0				I		By Trust	F1
0001437749-24-021400	2479340	Common Stock, $1.25 par value				105668.0				I		By Wilkins Investments LP	
0001437749-24-021400	2479341	Common Stock, $1.25 par value				9987.0				I		By JRWIV Holdings LLC	
0001437749-24-021400	2479342	Common Stock, $1.25 par value				11662.0				I		By GSW Holdings LLC	
0001437749-24-021400	2479343	Common Stock, $1.25 par value				7820.0				I		By IBW Holdings LLC	
0001437749-24-021400	2479344	Common Stock, $1.25 par value				9365.0				I		By LTW Holdings LLC	
0001437749-24-021400	2479345	Common Stock, $1.25 par value				1631.0				I		By Cara Lewin Wilkins (spouse)	
0001437749-24-021396	2615581	Common Stock				37050.0				I		By IRA	
0001437749-24-021396	2615582	Common Stock				1550.0				I		By Spouse IRA	
0001437749-24-021396	2615583	Common Stock				20927.66	F2			I		By 401(k) Plan	
0001437749-24-021396	2615584	Common Stock				23674.98				I		By ESOP	
0000950170-24-078388	2404008	Class C Capital Stock				60801.0				I		By Arete Trust, John Kent Walker and Diana Ruth Walsh, Trustees	
0000714310-24-000141	2461086	Common Stock				0.0				D			
0000076282-24-000098	2617114	Common Stock				5500.0				I		By Family Trust	
0000950170-24-078329	2749230	Class A Common Stock				194333.0				D			
0001127602-24-019312	2578749	Class M-I Common Stock				16612.63				I		Through Lynn C. Thurber Revocable Trust dated June 12, 2020	
0001062993-24-013089	2624613	Class B Common Stock				0.0				D			
0001062993-24-013089	2624612	Class A Common Stock				0.0				D			
0000076282-24-000082	2501101	Common Stock				300000.0				I		By Park Trust	
0000076282-24-000082	2501102	Common Stock				546000.0				I		By Trust	
0000076282-24-000082	2501105	Common Stock				1100000.0				I		By Limited Liability Company	F2
0000076282-24-000082	2501104	Common Stock				41401.0				I		By First Francis Company, Inc.	F1
0000076282-24-000082	2501103	Common Stock				11700.0				I		By Crawford Capital Company	F1
0001437749-24-021344	2467007	Common Stock				1744.71				I		Children	
0001462184-24-000001	2446627	Class A Common Stock				37759.0	F1			D			
0001672825-24-000001	2576204	Class A Common Stock				28763.0	F1			D			
0001462217-24-000001	2503082	Class A Common Stock				28706.0	F1			I		Held by Paula M. Mathews Living Trust	
0001360604-24-000081	2723703	Common Stock				5000.0				D			
0001014100-24-000038	2470399	Common Stock				117.04				D			
0001415889-24-018281	2367847	Class A Common Stock				11353060.0				D			
0001415889-24-018281	2367848	Class A Common Stock				11280.0				I		I	F1
0001415889-24-018281	2367849	Class A Common Stock				213.0				I		I	F2
0001415889-24-018281	2367850	Class A Common Stock				1189.0				I		I	F3
0001415889-24-018281	2367851	Class A Common Stock				9966.0				I		I	F4
0001415889-24-018281	2367852	Class A Common Stock				766443.0				I		I	F5
0001415889-24-018281	2367853	Class A Common Stock				2350696.0				I		I	F6
0001140361-24-031477	2769918	Restricted Stock Units				456775.0	F1			D			
0001140361-24-031477	2769919	Restricted Stock Units				74478.0	F2			D			
0001140361-24-031477	2769920	Restricted Stock Units				41238.0	F3			D			
0001683695-24-000103	2693285	Common Stock				355288.0				I		Latin American Investment Holdings, Inc.	F1
0001493152-24-025340	2353765	Common Stock				232042.0				D			
0001415889-24-018275	2433938	Common Stock				325000.0				I		Allen 2024 Gift Trust	F4
0001156375-24-000134	2512136	Common Stock Class A				2100.0				I		by Trust	
0001156375-24-000133	2575894	Common Stock Class A				40.81				I		by Spouse	
0001156375-24-000132	2701035	Common Stock Class A				0.38				I		by Partnership	
0001156375-24-000132	2701034	Common Stock Class A				185.0				I		By Firm	
0001156375-24-000131	2755847	Common Stock Class A				25000.0				I		by Spouse	
0001156375-24-000130	2507750	Common Stock Class A				31873.0				I		by Trust	
0001140361-24-031464	2564881	Common Stock				1000756.0				I		See Footnotes	F4, F3
0001140361-24-031464	2564882	Common Stock				11340600.0				I			
0001140361-24-031464	2564880	Common Stock				1273690.0				D	F2	By Braunstein 2015 Trust	F2
0001156375-24-000119	2779074	Common Stock Class A				20.0				I		By Joint Account	
0001156375-24-000117	2510095	Common Stock Class A				40000.0				I		By Firm	
0001140361-24-031462	2480975	Common Stock				8573437.0				I		By Qumra Capital II, L.P.	F2
0000950170-24-078083	2601116	Class A Common Stock				227560.0				D			
0000919574-24-003822	2621670	Common Stock				545000.0				I		See footnote	F1
0000950170-24-078081	2415905	Class B Shares				36694450.0	F2			I		See footnote	F4
0000950170-24-078081	2415906	Class A Shares				449000.0				I		See footnote	F3
0000950170-24-078079	2794274	Class A Shares				898000.0				I		See footnote	F2
0001104659-24-075270	2777622	Common Stock				110519.0				I		IRA	F3
0001104659-24-075270	2777623	Common Stock				237464.0	F4			D			
0000950170-24-078070	2541729	Class A Shares				449000.0				I		See footnote	F2
0001213900-24-056276	2377048	Common Stock				2630250.0				D			
0001213900-24-056274	2636963	Common Stock				500000.0				I	F1	See footnote 1.	
0000950170-24-078051	2384917	Common Stock	F1			7433.0				D		By Joint Account	
0000950170-24-078051	2384918	Common Stock	F1			22705.0				I			
0000950170-24-078050	2594689	Common Stock	F1			272000.0				D		By Son	
0000950170-24-078050	2594691	Common Stock	F1			40000.0				I			
0000950170-24-078050	2594690	Common Stock	F1			7000.0				I		By DNS Capital Partners LLC	
0000950170-24-078047	2667713	Common Stock	F1			11032.0				D		By Northern Woods Australia Pty Ltd.	
0000950170-24-078047	2667714	Common Stock	F1			10860.0				I			
0000950170-24-078046	2701085	Common Stock	F1			33998.0				D			
0000950170-24-078045	2515019	Common Stock	F1			1734980.0				I		See footnote	F2
0000950170-24-078044	2700028	Common Stock	F1			20439.0				I			
0000950170-24-078044	2700027	Common Stock	F1			1644.0				D		By Top Gun Nominees Pty Ltd.	
0000950170-24-078034	2654612	Common Stock	F1			30733.0				D			
0000950170-24-078031	2651741	Common Stock	F1			6944.0				I			
0000950170-24-078031	2651740	Common Stock	F1			117730.0				I		By Panstyn Investments Pty Limited	
0000950170-24-078031	2651739	Common Stock	F1			16383.0				D		By Yeronda Nominees Pty Ltd.	
0001213900-24-056267	2663147	Common Stock				500000.0				I	F1	See footnote 1.	
0000950170-24-078025	2803971	Common Stock				20010.0	F1			D			
0000950170-24-078024	2804171	Common Stock				103110.0	F1			D			
0000950170-24-078023	2744701	Common Stock				2380952.0				I			
0000950170-24-078023	2744700	Common Stock				77972605.0				D		By Subsidiary	F1
0000950170-24-078022	2606737	Common Stock				299581.0	F1			D			
0000950170-24-078018	2359692	Common Stock				103110.0	F1			D			
0000950170-24-078014	2753235	Common Stock				72444.0	F1			D			
0000950170-24-078013	2358060	Common Stock				66666.0	F1			D			
0000950170-24-078004	2444828	Common Stock				22140.0	F1			D			
0001104659-24-075259	2463232	Common Stock				14000.0				I		By Trust	F1
