ACCESSION_NUMBER	NONDERIV_HOLDING_SK	SECURITY_TITLE	SECURITY_TITLE_FN	TRANS_FORM_TYPE	TRANS_FORM_TYPE_FN	SHRS_OWND_FOLWNG_TRANS	SHRS_OWND_FOLWNG_TRANS_FN	VALU_OWND_FOLWNG_TRANS	VALU_OWND_FOLWNG_TRANS_FN	DIRECT_INDIRECT_OWNERSHIP	DIRECT_INDIRECT_OWNERSHIP_FN	NATURE_OF_OWNERSHIP	NATURE_OF_OWNERSHIP_FN
0001437749-24-019120	2332892	Common Stock				1542.0	F2			I		By ESOP	
0001437749-24-019120	2332894	Common Stock				16697.0				I		By Spouse's IRA	
0000080420-24-000045	2396143	Common Stock				28187.0	F1			D			
0001127602-24-017471	2605142	Common Stock				4900.0				I		JJ KORALESKI and SF KORALESKI CO-TTEE KORALESKI LIVING TRUST U/A DTD 01/18/1991	
0001127602-24-017471	2605141	Common Stock				2000.0				I		SJK HOLDINGS and INVESTMENTS, LLC	
0001464631-24-000005	2544192	Common Stock				858.61				I			
0001464631-24-000005	2544190	Common Stock				350320.12				D		By Spouse IRA	
0001464631-24-000005	2544191	Common Stock				51985.0				I		As PUGTMA for Grandchild	
0001754203-24-000005	2651952	Common Stock				663313.0				I		By Prudent Investments, LLC	
0001562180-24-004604	2769036	$2.50 par value Common Stock				6540.0				D			
0001562180-24-004603	2455820	$2.50 par value Common Stock				19072.0				D			
0001562180-24-004602	2513899	$2.50 par value Common Stock				3163.19	F1			D			
0001562180-24-004601	2716191	Depositary shares - Non-Cumulative Prepetual Series A				1400.0				D			
0001562180-24-004601	2716190	$2.50 par value Common Stock				8870.0				I			
0001562180-24-004601	2716189	$2.50 par value Common Stock				1870.48	F1, F2			D		By IRA	
0001562180-24-004600	2746730	$2.50 par value Common Stock				1356.17	F3			I		By Spouse	
0001562180-24-004600	2746731	$2.50 par value Common Stock				39115.0				I		Family Trust	
0001562180-24-004600	2746729	$2.50 par value Common Stock				20342.62	F2			I		By Children	
0001562180-24-004600	2746728	$2.50 par value Common Stock				28000.0				I		By 401(k)	
0001562180-24-004599	2331521	$2.50 par value Common Stock				3851.0				I		By Spouse IRA	
0001562180-24-004599	2331519	$2.50 par value Common Stock				428.83				I		By Children	
0001562180-24-004599	2331520	$2.50 par value Common Stock				96626.0				I		By IRA	
0001562180-24-004598	2543285	$2.50 par value Common Stock				296231.54				D			
0001562180-24-004596	2658323	$2.50 par value Common Stock				11938.0				D			
0001562180-24-004595	2639107	$2.50 par value common stock				4855.88	F1			D			
0000950170-24-068318	2543621	Common Stock, $0.01 par value per share				0.0				D			
0001628280-24-026480	2313743	Common Stock				6312.0				I		Held by The Westley Revocable Trust, of which Mr. Westley is the trustee.	
0000950170-24-068310	2575626	Class A Common Stock				7002387.0				I		By Star V Partners LLC	F3, F5
0000950170-24-068310	2575625	Class A Common Stock				17854774.0				I		By Blackwell Partners  LLC -  Series A	F3, F4
0000950170-24-068310	2575623	Class A Common Stock				606250.0				I		By Duddell Street Holdings Ltd	F1
0000950170-24-068310	2575624	Class A Common Stock				3450320.0				I		By Maso Capital Investments Limited	F3, F2
0001062993-24-011688	2754844	Common Stock				10037491.0				I		By Arctis Global, LLC	F2
0001062993-24-011685	2602975	Common Stock				10037491.0				I		By Arctis Global LLC	F1
0000913760-24-000102	2436371	Common Stock				2400.0				I		By Spouse	
0001493152-24-022473	2484074	Common Stock				1396.0				D			
0001104659-24-067999	2665721	Common Stock				6100.0				I		By Spouse	
0001104659-24-067995	2488593	Common Stock				3000.0				I		By Spouse	
0001224922-24-000003	2513942	Common Stock				2022312.0				I		Accel Growth Fund II L.P.	F3
0001224922-24-000003	2513940	Common Stock				217110.0				I		Accel Growth Fund Investors 2013 L.L.C.	F3
0001224922-24-000003	2513939	Common Stock				146484.0				I		Accel Growth Fund II Strategic Partners L.P.	F3
0001224922-24-000003	2513938	Common Stock				548874.0	F2			I		Accel X L.P.	F3
0001224922-24-000003	2513945	Common Stock				35592.0	F7			I		The Efrusy Family Trust u/a/d 10/21/2005	F8
0001224922-24-000003	2513944	Common Stock				560.0	F6			I		Accel X Associates L.L.C.	F3
0001224922-24-000003	2513943	Common Stock				57390.0	F5			I		Accel Investors 2008 L.L.C.	F3
0001224922-24-000003	2513941	Common Stock				41585.0	F4			I		Accel X Strategic Partners L.P.	F3
0001845022-24-000055	2365661	Common Stock				2689172.0				I		North Bridge VenturePartners 7, L.P.	
0001845022-24-000055	2365660	Common Stock				1987084.0				I		North Bridge VenturePartners VI, L.P.	
0001628280-24-026467	2393421	Common Stock				10315.0				I		By LLC Sonne Capital	
0001628280-24-026467	2393420	Common Stock				9279.0				I		By Company Jones of Annapolis, Inc.	
0001628280-24-026467	2393419	Common Stock				37192.0				I		By Company Southern Drywell, Inc.	
0001628280-24-026467	2393418	Common Stock				1241.0	F3			I		By IRA	
0001415889-24-015243	2383742	Common Stock				1069911.0				I		See Footnote	F2
0001415889-24-015242	2457967	Common Stock				2000.0				I		Through the Weisner Saeman Family Irrevocable Trust	
0001415889-24-015242	2457966	Common Stock				15000.0				I		Through the Saeman-Weisner Family Trust	
0001415889-24-015232	2755783	Common Stock				34946.0				I		Through Sentinel Point Partners, Inc.	
0001437749-24-019107	2676608	Common Stock				5580.0				I		By IRA #1	
0001437749-24-019107	2676611	Common Stock				2149819.0				I		McConnell Legacy Investments, LLC	F3
0001437749-24-019107	2676610	Common Stock				5000.0				I		By child #2	
0001437749-24-019107	2676609	Common Stock				5000.0				I		By child #1	
0000912242-24-000105	2624034	Common Stock				4732.0				I		Family Trust	
0001035267-24-000191	2351923	Common Stock				26155.0				I		by Trust	
0000912242-24-000103	2682259	Common Stock				63289.0				I		By Husband	
0001225208-24-006529	2345371	Common Stock				288463.16				I		By Executive Deferred Compensation Plan	F3
0001225208-24-006529	2345372	Common Stock				18044.1				I		By Issuer's Supplemental Stock Purchase and Tax Savings Plan	F3
0000912242-24-000102	2555263	Common Stock				62978.0				D			
0001415889-24-015226	2704336	Common Stock				1.0				I		By son	
0001225208-24-006528	2443866	Common Stock				1153938.0				I		Spousal GRAT	
0001225208-24-006528	2443863	Common Stock				2061.0				I		IRA	
0001225208-24-006528	2443864	Common Stock				702903.0				I		Sole general partner of limited partnership B	
0001225208-24-006528	2443865	Common Stock				31672.0				I		Sole member of LLC which is sole general partner of limited partnership A	
0001225208-24-006528	2443867	Common Stock				172831.0				I		Spouse Irrevocable Trust	
0001225208-24-006528	2443862	Common Stock				70681.6	F8			I		401(k)	
0000019745-24-000034	2383983	Common Stock				18000.0				I		QTIP Trust	
0001831631-24-000131	2333402	Class A Common Stock				123322.0	F6			D			
0001831631-24-000131	2333401	Class A Common Stock				417952.0	F4			I		2024 GRAT	F5
0001127602-24-017446	2818787	Common Stock				2400.0				I		Children	
0001127602-24-017444	2551760	Common Stock				5000.0				I		Spouse	
0001127602-24-017441	2759641	Common Stock				14414.0				I		By Trust	
0001127602-24-017441	2759640	Common Stock				6010.0				I		By Spouse	
0001127602-24-017440	2412025	Common Stock				22975.0				I		By Trust	
0001127602-24-017439	2785992	Common Stock				0.0				D			
0001127602-24-017435	2777053	Common Stock				47454.0				I		By Trusts	F2
0000921895-24-001353	2366317	Common Stock				22425.0	F4			D			
0001127602-24-017433	2806267	Common Stock				3720.0				I		By Child 2	
0001127602-24-017433	2806266	Common Stock				3861.0				I		By Child 1	
0001127602-24-017433	2806268	Common Stock				3694.0				I		By Child 3	
0001127602-24-017429	2726717	Common Stock				9866.0				I		By Trust	
0001127602-24-017428	2377261	Common Stock				1000.0				I		By Spouse	
0001024478-24-000058	2545990	Common Stock				56.33	F5			I		By Savings Plan	
0001127602-24-017427	2655794	Common Stock				1895.0				I		Spouse	
0001127602-24-017426	2700237	Common Stock				5000.0				I		By Spouse	
0001127602-24-017419	2456457	Common Stock				31876.0				I		Spouse	
0001127602-24-017407	2314457	Common Stock				2301.0				I		Spouse	
0001127602-24-017407	2314456	Common Stock				12758.0				I		ASB Deferral Plan	
0001127602-24-017396	2673196	Common Stock				55957.0				I		By BMPBC LLC Partnership	
0001127602-24-017396	2673197	Common Stock				273000.0				I		By Mason Y. Garett Family, LP	
0001127602-24-017396	2673199	Common Stock				158943.0				I		BY Spouse	
0001127602-24-017396	2673198	Common Stock				9101.0				I		By Self as Custodian for Grandchildren	
0001127602-24-017389	2418358	Common Stock				5774.19				I		Rabbi Trust	
0001484612-24-000057	2716039	Common Stock				5186.0				I		Grossman Fam Trust	
0001127602-24-017385	2452705	Class A Common Stock				7000.0				I		Ruth Stowe Revocable Trust	
0001127602-24-017384	2579391	Common Stock				0.0				I		Spouse	
0001127602-24-017384	2579390	Common Stock				1864.25				I		401k Plan	
0001415889-24-015214	2399113	Common Stock				215174.0				I		The RSS Living Trust, dated April 6, 2012	F2
0001415889-24-015214	2399114	Common Stock				2003349.0				I		RVH, LLC	F3
0001127602-24-017376	2779784	Common Stock				6600.0				I		Children	
0001127602-24-017376	2779785	Common Stock				8325.0				I		Spouse	
0001127602-24-017376	2779783	Common Stock				0.0				I		By LLC	
0001125376-24-000112	2404576	Common Stock				169667.0				I	F3	By Christensen, Christopher and Claudia Trust	
0001125376-24-000112	2404577	Common Stock				147400.0				I	F4	by Trust	
0001125376-24-000112	2404575	Common Stock				839478.0				I	F2	By Hobble Creek Investments, LLC	
0001125376-24-000108	2596007	Common Stock				140829.0				I		by Trust	F2
0001783879-24-000162	2788153	Class A Common Stock				6907.0				I		By Living Trust	
0001125376-24-000106	2684616	Common Stock				59015.0				I		by Trust	F2
0001783879-24-000161	2653671	Class A Common Stock				0.0				D			
0000950103-24-007676	2758996	Common Stock				2008352.0				I		By Trust	F2
0001127602-24-017365	2666910	Class A Common Stock				6855613.0				I		H&W Investco II LP	F2
0001127602-24-017365	2666911	Class B Common Stock				7453744.0				I		H&W Investco LP	F2
0000320193-24-000075	2498664	Common Stock				56000.0				I		By Spouse	
0000950103-24-007672	2504290	Class A Common Stock				8622.0				I		By Reinhold D LLC	F4
0000950103-24-007672	2504288	Class A Common Stock				8622.0				I		By Olivan D LLC	F2
0000950103-24-007672	2504289	Class A Common Stock				2999.0				I		By Olivan Reinhold D LLC	F3
0000950103-24-007672	2504291	Class A Common Stock				68935.0				I		By Olivan Reinhold Family Revocable Trust u/a/d 10/16/12	F5
0001127602-24-017363	2559234	Class B Common Stock				811.0				D			
0001127602-24-017363	2559233	Class A Common Stock				3500.0				I		By Trust	F3
0000950170-24-068166	2630175	Common Stock				253.0				I		By Ava L. Richison 2012 Irrevocable Trust	F19
0000950170-24-068166	2630178	Common Stock				12500.0				I		By Charis Michelle Richison Trust	F22
0000950170-24-068166	2630177	Common Stock				56.0				I		By Abrie R. Richison 2012 Irrevocable Trust	F21
0000950170-24-068166	2630176	Common Stock				253.0				I		By Ian D. Richison 2012 Irrevocable Trust	F20
0000950170-24-068166	2630174	Common Stock				1012.0				I		By Charles Banks Pedersen 2022 Irrevocable Trust	F18
0000950170-24-068166	2630173	Common Stock				1012.0				I		By Sage Elizabeth Richison 2022 Irrevocable Trust	F17
0000950170-24-068166	2630172	Common Stock				1012.0				I		By Kase Gabriel Richison 2022 Irrevocable Trust	F16
0000950170-24-068166	2630171	Common Stock				1012.0				I		By Lane West Richison 2022 Irrevocable Trust	F15
0000950170-24-068166	2630170	Common Stock				1012.0				I		By Rome West Pedersen 2023 Irrevocable Trust	F14
0000950170-24-068166	2630169	Common Stock				1012.0				I		By Faye Penelope Richison 2023 Irrevocable Trust	F13
0001225208-24-006524	2351999	Common Stock				2343.0				D			
0001225208-24-006523	2670746	Common Stock				42671.0	F1			I		By Trust	
0001225208-24-006521	2713180	Common Stock				1351.0				D			
0001225208-24-006520	2581034	Common Stock				1347.1				D			
0001225208-24-006519	2501713	Common Stock				1351.0				D			
0000950170-24-068162	2566307	Membership Interests of GRAIL, LLC				100.0	F1			D			
0000897069-24-001274	2510473	Class B common stock, par value $0.01 per share	F4			596158.0				I			
0000897069-24-001274	2510471	Class B common stock, par value $0.01 per share	F4			57820586.0				D		By trust	F5
0000897069-24-001274	2510472	Class B common stock, par value $0.01 per share	F4			809409.0				I		See Footnote	F6
0001628280-24-026450	2678126	Class A Common Stock				872114.0				I		Michalek 2007 Trust dated March 21, 2007	F2
0001831631-24-000129	2580366	Class A Common Stock				74894.0				D			
0001315098-24-000138	2723332	Class A Common Stock				869250.0				I		See Footnotes	F4
0001315098-24-000138	2723334	Class A Common Stock				1319500.0				I		See Footnotes	F6
0001315098-24-000138	2723331	Class A Common Stock				9734603.0				I		See Footnotes	F3
0001315098-24-000138	2723333	Class A Common Stock				869250.0				I		See Footnotes	F5
0001315098-24-000137	2591253	Class A Common Stock				160968.0				I		See Footnotes	F3
0001439288-24-000099	2423358	Common Stock				200000.0				I		By irrevocable trust	F1
0001315098-24-000136	2473667	Class  A Common Stock				14007.0				I		See footnote	F3
0001050915-24-000115	2475520	Common Stock				33988.0				D			
0000726728-24-000098	2757441	Common Stock				12800.0				I		LLCs	F3
0000726728-24-000098	2757442	Common Stock				19500.0				I		IRA	F4
0001209191-24-005788	2721236	Class C Google Stock Units	F2			24294.0				D			
0001209191-24-005788	2721235	Class C Google Stock Units	F1			24792.0				D			
0001209191-24-005788	2721234	Class A Common Stock				8940.0				D			
0001415889-24-015192	2598732	Common Stock				200.0				D			
0001415889-24-015187	2691343	Common Stock				2500.0				D			
0001415889-24-015185	2446911	Common Stock				13560.0				D			
0001415889-24-015183	2621206	Common Stock				56275.0				D			
0000894579-24-000220	2724238	Common Stock				2000.0				I		By Spouse	
0001127602-24-017356	2757908	Common Stock				19552.0				I		By Trust	F4
0001127602-24-017356	2757909	Common Stock				54739.0				I		By Irrevocable Trust	
0001127602-24-017356	2757907	Common Stock				80891.0				I		By Trust	F3
0001127602-24-017356	2757906	Common Stock				7964.0				I		By Spouse's Trust	F2
0001127602-24-017356	2757905	Common Stock				367.58				I		Gallagher 401(k) plan account	
0001127602-24-017355	2760739	Common Stock				75000.0				I		By The PEV Revocable Living Trust	F3
0001127602-24-017355	2760738	Common Stock				74.0				I		By Earnest Institutional LLC	F2
0001415889-24-015181	2458146	Common Stock				111500.0				D			
0001415889-24-015181	2458147	Common Stock				285.0				I		by family office	
0001500217-24-000037	2639673	Common Stock, par value $0.01				2814.0				I		By Trust	F2
0001500217-24-000036	2594404	Common Stock, par value $0.01				5977.0				I		By Trust	F2
0001835591-24-000048	2395493	Class A Common Stock				1529972.0	F6			D			
0001127602-24-017350	2783532	Common Stock				73530.0				D			
0001209191-24-005786	2328551	Class C Capital Stock				172700.0				I		SMB Pacific 2021 Charitable Remainder Unitrust I	
0001209191-24-005786	2328552	Class C Capital Stock				172700.0				I		SMB Pacific 2021 Charitable Remainder Unitrust II	
0001367859-24-000072	2345881	Common Stock, par value $0.01 per share				20309.0				D			
0000950142-24-001545	2551129	Common Stock				5321444.0				I		See Footnotes	F6, F2, F3, F4, F5, F1
0001104659-24-067901	2563400	Common Shares of Beneficial Interest				1810221.0				I		See Footnote	F3, F2
0000726728-24-000088	2581469	Common Stock				19999.0				I		By Trust	F2
0001104659-24-067899	2682595	Common Shares of Beneficial Interest				2000.0				I		By husband	
0001127602-24-017342	2617877	Common Stock				3720.0				I		By the EFS 2020 Irrevocable Trust	F3
0001127602-24-017342	2617876	Common Stock				3576.0				I		By the D&E Living Trust	F2
0001127602-24-017340	2571556	Common Stock				125000.0				I		By Spouse	
0001127602-24-017340	2571555	Common Stock				216300.0				I		By Family Limited Partnership	F1
0001127602-24-017340	2571561	Common Stock				9655.96				I		By IRA	
0001127602-24-017340	2571560	Common Stock				338060.0				I		By Trustee of Nieces' Trust	
0001127602-24-017340	2571559	Common Stock				232435.0				I		By Trustee of Nephews' Trust	
0001127602-24-017340	2571558	Common Stock				95964.63				I		By Trustee of Trust ACU Mother's Trust	
0001127602-24-017340	2571557	Common Stock				48200.0				I		By Spouse As Custodian	
0001062993-24-011660	2388649	Common Stock				200.0				I		By youngest daughter	
0001062993-24-011660	2388648	Common Stock				200.0				I		By oldest daughter	
0001062993-24-011660	2388650	Common Stock				200.0				I		As UGMA custodian for son	
0001628280-24-026412	2687648	Class A Common Stock				23391.0				I		By the Cabral Family Trust dated April 17, 2001	F2
0001628280-24-026411	2694032	Class A Common Stock				10127.0	F2			I		By Mark Carges Revocable Trust dated 01/30/2019	F3
0000950170-24-068113	2563396	Class A Shares				898000.0				I		See footnote	F2
0001628280-24-026406	2742797	Class A Common Stock				92000.0				I		By GABACOR Holdings LLC	F3
0001628280-24-026406	2742798	Class A Common Stock				1000000.0				I		By Emergence Capital Partners II, L.P.	F4
0001628280-24-026406	2742796	Class A Common Stock				543800.0				I		By the Ritter-Metzler Revocable Trust dated November 6, 2000	F2
0001675644-24-000093	2387809	Common Stock				22188.0	F2			D			
0001628280-24-026400	2765851	Class A Common Stock				50000.0	F4			I		By Matt Wallach 2012 Irrevocable Non-Grantor Trust dated October 15, 2012	
0001628280-24-026400	2765849	Class A Common Stock				100000.0	F2			I		By Matt Wallach 2012 Irrevocable Trust dated October 15, 2012	
0001628280-24-026400	2765850	Class A Common Stock				100002.0	F3			I		By Matt Wallach 2013 Irrevocable Trust dated August 13, 2013	
0000950170-24-068094	2470559	Class A Common Stock				165.0				I		By Trust	F2
0001628280-24-026397	2723995	Common Stock				30046.0				I		By family trust	F2
0001018724-24-000112	2347149	Common Stock, par value $.01  per share				887.52				I			
0001018724-24-000112	2347148	Common Stock, par value $.01 per share (RSUs)				379781.0				D		Amazon.com 401(k) Plan Account	
0001445305-24-000094	2566338	Class A Common Stock				333869.0				I		By living trust	
0001235802-24-000053	2783969	Voting Common Shares, no par value per share				527114.0				D			
0000950170-24-068089	2763634	Class B Common Stock				275.0				D			
0001235802-24-000052	2326430	Voting Common Shares, no par value per share				32290.0				D			
0001828723-24-000077	2787330	Class A Common Stock				4094857.0				D			
0001858681-24-000058	2697945	Common Stock				1112500.0				I		Zelter APO Series LLC	F4
0001858681-24-000058	2697944	Common Stock				1454588.0				I		The James C. Zelter 2023 GRAT No. 1	F3
0001235802-24-000051	2395886	Voting Common Shares, no par value per share				2800.0				D			
0001437749-24-019062	2404153	Common Stock				48509.0	F4			D			
0001437749-24-019061	2798140	Common Stock				68150.0	F4			D		By Spouse	
0001437749-24-019061	2798141	Common Stock				55.09				I			
0001104659-24-067830	2712198	Common Stock, par value $0.01 per share				124289200.0				I		See footnotes	F4, F3, F6, F2, F5, F1
0001104659-24-067829	2354067	Common Shares of Beneficial Interest				745672.0				I		See Footnote	F2
0001445305-24-000092	2746620	Class A Common Stock				21909.0				I		By Trust	
0001127602-24-017318	2627332	Common Stock				910612.0				I		By Self, As General Partner of Our Ship Limited Partnership, Ltd.	
0001104659-24-067822	2697891	Common Shares of Beneficial Interest				8500.0				I		By Trust	F3
0001235802-24-000050	2581745	Voting Common Shares, no par value per share				68591.0	F1			D			
0001493152-24-022391	2775734	Common Stock, par value $0.01 per share				76000.0				I		By Vajra Fund I, L.P.	F2
0000904454-24-000357	2512323	Common Stock				6886661.0				I		By Ocampo Family Trust	F3
0000904454-24-000357	2512324	Common Stock				7150.0				D			
0001437749-24-019052	2321830	Common Stock Holding				100000.0				I		Held by Crofton Capital	
0001437749-24-019052	2321831	Common Stock Holding				11386.0				I		Held by The Joel Company	
0001437749-24-019052	2321832	Common Stock Holding				2500.0				I		Custodial account for minor child - Gavin B. Gordon	
0001437749-24-019052	2321833	Common Stock Holding				2500.0				I		Custodial account for minor child - Cameron L. Gordon	
0001437749-24-019052	2321835	Common Stock Holding				2000.0				I		Frank E. Gordon 2003 Family Trust	
0001437749-24-019052	2321834	Common Stock Holding				2000.0				I		Custodial account for minor child - Taylor K. Gordon	
0001127602-24-017311	2358244	Common Stock				1423.73				I		By 401(K) Savings Plan	
0001209191-24-005783	2481700	Common Stock				27785.0				D			
0001493152-24-022389	2574190	Common Stock, par value $0.01 per share				4351350.0				I		See footnote	F2
0001437749-24-019050	2706393	Common Stock Holding				132421.0				D			
0001127602-24-017308	2492749	Common Stock				25475.0				I		By Family Trust	F2
0001127602-24-017308	2492754	Common Stock				191926.0				I		By Trust	F2
0001127602-24-017308	2492751	Common Stock				80047.0				I		By Trust	
0001127602-24-017308	2492752	Common Stock				84419.0				I		By Trust	
0001127602-24-017308	2492753	Common Stock				138486.0				I		By Trust	
0001127602-24-017308	2492748	Common Stock				1480.0				I		By Family Trust	
0001127602-24-017308	2492750	Common Stock				58558.0				I		By Trust	
0001445305-24-000088	2815337	Class A Common Stock				43109.0				I		By Trust	
0001628280-24-026372	2364556	Ordinary Shares				2917500.0				I		The Brennan Family Trust, DTD 09/06/2002	F2
0001437749-24-019049	2436099	Common Stock Holding						0.0		D			
0001235802-24-000049	2450957	Voting Common Shares, no par value per share				39318.0	F1			D			
0001127602-24-017305	2306049	Common Stock				33305.28				I		by Family Trust	
0001127602-24-017304	2419738	Common Stock				10000000.0				I	F19	By Marc Benioff Fund LLC	
0001437749-24-019046	2315693	Common Stock Holding				18194.0				D			
0000939713-24-000002	2493824	Series A Preferred Shares				60000.0				D		By Trust	
0000939713-24-000002	2493823	Ordinary Shares				277991.0				I		By Trust	
0000939713-24-000002	2493827	Series D Preferred Shares				40000.0				I			
0000939713-24-000002	2493825	Series B Preferred Shares				200000.0				I		By Trust	
0000939713-24-000002	2493826	Series C Preferred Shares				800000.0				I		By Trust	
0001445305-24-000086	2778271	Class A Common Stock				11443.0				I		By family trust	
0001127602-24-017300	2750056	Common Stock				20500.0				I		By GRAT	
0001628280-24-026367	2461409	Common Stock				18461.0				I		See Footnote	F2
0001437749-24-019045	2739425	Common Stock Holding				53775.0				D			
0001818382-24-000076	2723723	Common Stock				1148240.0				I		By The Niklason Living Trust	F1
0001818382-24-000076	2723725	Common Stock				6191140.0				I		By Ayabudge LLC	
0001818382-24-000076	2723724	Common Stock				510161.0				I		By spouse	
0000080420-24-000043	2780285	Common Stock				7340.0	F1, F2			D			
0001140361-24-028565	2332677	Common Stock				2941.0				I		By Spouse	
0001415889-24-015162	2700795	Common Stock				245909.0				I		By Trust	F13
0001415889-24-015162	2700796	Common Stock				2706.0				I		By Trust	F14
0001415889-24-015162	2700794	Common Stock				166.0				I		By  Spouse	
0001415889-24-015162	2700797	Common Stock				28170.0				I		By Trust	F15
0001415889-24-015162	2700799	Common Stock				45596.0				I		By Trust	F17
0001415889-24-015162	2700798	Common Stock				324518.0				I		By Trust	F16
0000950170-24-068029	2786235	Class A Shares				449000.0				I		See footnote	F2
0000950170-24-068023	2619554	Common Stock				556183.0				I		By Spouse	
0001437749-24-019042	2606760	Common Stock Holding				2657.0				D			
0001235802-24-000048	2741265	Voting Common Shares, no par value per share				278602.0	F1			D			
0001437749-24-019040	2766410	Common Stock Holding				40754.0				D			
0001818382-24-000075	2680381	Common Stock				1148240.0				I		By Ayabudge LLC	
0001818382-24-000075	2680382	Common Stock				6191140.0				I			
0001818382-24-000075	2680380	Common Stock				510161.0				D		By The Niklason Living Trust	F1
0001628280-24-026353	2778445	Common Stock				172363.0				I		By Revocable Trust	
0001628280-24-026353	2778446	Common Stock				26000.0				I		By Grantor Retained Annuity Trust	
0001628280-24-026353	2778447	Common Stock				34000.0				I		By Family Trust	
0001437749-24-019037	2361128	Common Stock Holding				22601.0				D			
0001539198-24-000002	2469415	EPAM Common Stock				13744.0				I		By Trust	
0000807249-24-000064	2677594	Series A Common Stock				5550.0				D	F3	By: Limited Partnership I	F5
0000807249-24-000064	2677599	Series A Common Stock				20000.0				I			
0000807249-24-000064	2677598	Series A Common Stock				3800.0				I		By: Limited Partnership V	F5
0000807249-24-000064	2677597	Series A Common Stock				12500.0				I		By: Limited Partnership IV	F5
0000807249-24-000064	2677596	Series A Common Stock				15000.0				I		By: Limited Partnership III	F5
0000807249-24-000064	2677595	Series A Common Stock				42000.0				D	F4	By: Limited Partnership II	F5
0000807249-24-000064	2677600	Series A Common Stock				2500.0				I			
0001438133-24-000148	2667851	Common Stock				1000.0				I			
0001438133-24-000148	2667850	Common Stock				21892.0				I		See Footnote	F4
0001438133-24-000148	2667849	Common Stock				24396.0				D		See Footnote	F3
0000028412-24-000275	2405300	Common Stock				3092.0				I		Lindner 2006 Living Trust 12/18/2006	
0000028412-24-000275	2405299	Common Stock				6232.0				I		Christy L. Lindner 2020 Family Trust	
0001628280-24-026338	2793690	Common Shares				55802493.0				I		See footnote	F1
0001235802-24-000047	2534641	Voting Common Shares, no par value per share				59937.0	F1			D			
0001015328-24-000154	2492177	Common Stock				8158.0				I		by Spouse	
0001015328-24-000154	2492176	Common Stock				174186.0				D		by 401(k) Plan	
0001015328-24-000154	2492178	Common Stock				30987.0				I			
0001062993-24-011647	2647754	Common Stock				747.0				I		Held by Trustee of Reliance, Inc. Employee Stock Ownership Plan	
0001062993-24-011647	2647755	Common Stock				1104.0				I		Held by Trustee of Reliance, Inc.  401(k) Plan	
0001127602-24-017281	2664719	Common Stock				15000.0				I		by Gregory Lucier IRA	
0001628280-24-026330	2422555	Common Stock, $.01 par value				2829.0				I		401(k)	F1
0000950170-24-067986	2619363	Common Stock				0.0				D			
0000059478-24-000141	2511731	Common Stock				1710.0				I		401(k)	
0001415889-24-015157	2820026	Common Stock				1742000.0				I		By former spouse	F2
0001104659-24-067786	2618156	Common Stock				29293.0				D			
0000950170-24-067984	2706171	Series A Preferred Shares				32362.0				D			
0001235802-24-000046	2415857	Voting Common Shares, no par value per share				0.0				D			
0000059478-24-000139	2607311	Common Stock				1770.0				I	F3	401(k) - by partner	
0000059478-24-000139	2607312	Common Stock				128.0				I	F3	by partner	
0000059478-24-000139	2607310	Common Stock				402.0				I		401(k)	
0001514416-24-000116	2311201	Class A Common Stock				1625.0				I		By IRA	
0000950170-24-067980	2490906	Common Stock				17469.94				I		By KSOP	F2
0000814453-24-000089	2787358	Common Stock				10728.0	F2, F1			D			
0000950170-24-067974	2451445	Common Stock				17557.82				I		By KSOP	F2
0000950170-24-067969	2414329	Common Stock				28794.81				I		By KSOP	F2
0001235802-24-000045	2302562	Voting Common Shares, no par value per share				14285.0	F1			D			
0001062993-24-011637	2565181	Motorola Solutions, Inc. - Common Stock				81000.0	F4			I		By Trust	
0001062993-24-011637	2565180	Motorola Solutions, Inc. - Common Stock				2220.0				I		By Trust	
0001062993-24-011637	2565179	Motorola Solutions, Inc. - Common Stock				140432.23	F3			D		Held by wife	
0001062993-24-011637	2565183	Motorola Solutions Inc. - Common Stock				85435.0				I			
0001062993-24-011637	2565182	Motorola Solutions, Inc. - Common Stock				53180.0	F5			I		2023-1 Grantor Retained Annuity Trust	
0001628280-24-026302	2379508	Class A Common Stock				29081.0				I		By IRA	
0001415889-24-015140	2302788	Common Stock				46644.0				I		By Trusts for Children	
0001415889-24-015140	2302789	Common Stock				9100.0				I		By GRAT	
0001415889-24-015140	2302790	Common Stock				20000.0				I		By 2024 GRAT	
0000950170-24-067950	2359813	Common Stock				7930.0				I		By Spouse	
0001327749-24-000052	2470065	Class A Common Stock				500.0				D			
0001235802-24-000044	2406629	Voting Common Shares, no par value per share				25573.0				I		By Spouse	
0001235802-24-000044	2406628	Voting Common Shares, no par value per share				364551.0	F1			D		See footnote	F2
0001235802-24-000044	2406630	Voting Common Shares, no par value per share				21070.0				I			
0001127602-24-017273	2739823	Common Stock				29918.0				D			
0001219199-24-000007	2800887	Common Stock				4000.0				I			
0001219199-24-000007	2800886	Common Stock				707265.0				D		Kimberly R. Powell	F10, F9
0001213900-24-049050	2504025	Common Stock				9000000.0				D			
0001495231-24-000104	2783928	Common Stock				3282.0				I		By Dogfish Ventures LLLP	F2
0001495231-24-000104	2783929	Common Stock				1.0				I		By Spouse	
0000950170-24-067945	2355255	Common Stock				3663.0				I		By RFW3 Revocable Trust	
