ACCESSION_NUMBER	NONDERIV_HOLDING_SK	SECURITY_TITLE	SECURITY_TITLE_FN	TRANS_FORM_TYPE	TRANS_FORM_TYPE_FN	SHRS_OWND_FOLWNG_TRANS	SHRS_OWND_FOLWNG_TRANS_FN	VALU_OWND_FOLWNG_TRANS	VALU_OWND_FOLWNG_TRANS_FN	DIRECT_INDIRECT_OWNERSHIP	DIRECT_INDIRECT_OWNERSHIP_FN	NATURE_OF_OWNERSHIP	NATURE_OF_OWNERSHIP_FN
0001127602-24-000679	2612713	Class A Common Stock				9961.0				I		Reporting Person is Trustee of a Trust for the benefit of Reporting Person's minor child	F2
0001127602-24-000679	2612714	Class A Common Stock				607.0				I		Serves as Trustee of CRW 2020 GST trust fbo Margo Williams	F2
0001127602-24-000679	2612704	Class A Common Stock				165124.0				I		Spouse's proportionate partnership interest shares held by AMR Associates LP	F2
0001127602-24-000679	2612710	Class A Common Stock				7211.0				I		Reporting Person is Trustee of a Trust for the benefit of Reporting Person's minor child	F2
0001127602-24-000679	2612709	Class A Common Stock				1217.0				I		Child's proportionate partnership interest shares held by AMR Associates LP	F2
0001127602-24-000678	2531117	Class A Common Stock				108844.0				I		Spouse is Trustee of trust.	
0001127602-24-000678	2531118	Class A Common Stock				11061.0				I			
0001127602-24-000678	2531115	Class A Common Stock				61138.0				I		Spouse's proportionate interest in shares held by Corky LLC	
0001127602-24-000678	2531116	Class A Common Stock				11510.0				D		Spouse is Trustee of trust.	
0001127602-24-000678	2531114	Class A Common Stock				108844.0				I		Spouse's Proportionate interest in shares held by Abigail LLC held in trust fbo reporting person	
0001127602-24-000677	2636954	Class A Common Stock				11510.0				I		Held by Spouse	F2
0001127602-24-000677	2636955	Class A Common Stock				108844.0				I		Reporting Person is trustee of trust	
0001127602-24-000677	2636956	Class A Common Stock				11061.0				I		Reporting Person is trustee of trust.	
0001127602-24-000677	2636952	Class A Common Stock				108844.0				I		Proportionate interest in shares held by Abigail LLC held in trust fbo reporting person	
0001127602-24-000677	2636953	Class A Common Stock				61138.0				I		Proportionate interest in shares held by Corky LLC	
0001127602-24-000676	2749367	Class A Common Stock				10738.0				I		Spouse serves as Trustee of Trusts for the benefit of the Estate of Alfred M. Rankin Sr.	
0001127602-24-000676	2749368	Class A Common Stock				6957.0				I		serves as Trustee of a Trust for the benefit of Chloe O. Rankin	
0001127602-24-000676	2749369	Class A Common Stock				188.0				I		Spouse serves as trustee of GSTs for the benefit of Julia Kuipers	F2
0002003376-24-000002	2640783	Common Stock				6037.0	F1			D		401(k) Plan	
0002003376-24-000002	2640784	Common Stock				429.47	F2			I			
0001127602-24-000670	2474334	Class A Common Stock				2647.0				I		Reporting Person serves as Trustee of GSTs for the benefit of Helen R. Butler	
0001127602-24-000670	2474333	Class A Common Stock				165124.0				I		proportionate partnership interest shares held by AMR Associates LP	
0001127602-24-000670	2474332	Class A Common Stock				11720.0				I		held in trust for the benefit of Reporting Person's child	F2
0001127602-24-000670	2474331	Class A Common Stock				1216.0				I		Child's proportionate partnership interest shares held by AMR Associates LP	F2
0001127602-24-000670	2474330	Class A Common Stock				12032.0				I		held in Trust for the benefit of Reporting Person's child	F2
0001127602-24-000670	2474329	Class A Common Stock				1216.0				I		Child's proportionate partnership interest shares held by AMR Associates LP	F2
0001127602-24-000670	2474336	Class A Common Stock				2800.0				I		Individual Retirement Account for the benefit of the Reporting Person's spouse	F2
0001127602-24-000670	2474335	Class A Common Stock				183530.0				I		held by Trust for the benefit of Reporting Person	
0001127602-24-000669	2333539	Class A Common Stock				2800.0				I		Held in an Individual Retirement Account for the benefit of the Reporting Person	
0001127602-24-000669	2333538	Class A Common Stock				183530.0				I		Held by Trust for the benefit of Reporting Person's Spouse	F2
0001127602-24-000669	2333537	Class A Common Stock				2647.0				I		Spouse serves as Trustee of GSTs for the benefit of Helen R. Butler	F2
0001127602-24-000669	2333536	Class A Common Stock				165124.0				I		Spouse's proportionate partnership interest shares held by AMR Associates LP	F2
0001127602-24-000669	2333532	Class A Common Stock				1216.0				I		child's proportionate partnership interest shares held by AMR Associates LP	F2
0001127602-24-000669	2333534	Class A Common Stock				1216.0				I		child's proportionate partnership interest shares held by AMR Associates LP	F2
0001127602-24-000669	2333535	Class A Common Stock				11720.0				I		Reporting Person is trustee of Trust fbo child.	F2
0001127602-24-000669	2333533	Class A Common Stock				12032.0				I		Reporting Person is trustee of Trust fbo child.	F2
0000950170-24-001541	2541810	Common Stock Par Value $0.01 per share				58523.51	F1			D		By daughter	
0000950170-24-001541	2541811	Common Stock Par Value $0.01 per share				568.93	F2			I		By son	
0000950170-24-001541	2541812	Common Stock Par Value $0.01 per share				346.8	F3			I			
0000950170-24-001540	2469971	Common Stock Par Value $0.01 per share				32541.64	F1			D			
0001127602-24-000666	2613675	Class A Common Stock				10738.0				I		Reporting Person serves as Trustee of Trusts for the benefit of the Estate of Alfred M. Rankin Sr.	
0001127602-24-000666	2613676	Class A Common Stock				6957.0				I		Held in trust fbo Reporting Person's spouse.	F2
0001127602-24-000666	2613677	Class A Common Stock				188.0				I		Serves as Trustee of the GSTs for the benefit of Julia R. Kuipers	F2
0001127602-24-000665	2359673	Common Stock				4585.0				I		Joint with brother	
0001858976-24-000002	2723875	Common Stock				4253036.0				I		By Warren Trust Dated 12/22/10	F4
0001381668-24-000002	2355254	Common Stock				19725.0				I		Spouse	
0001225208-24-000320	2817147	Common Stock				7171.99				I		By 401(k)	
0001225208-24-000317	2803743	Common Stock				876.79				I		By 401(k)	
0001225208-24-000315	2529408	Common Stock				2426.16				I		By 401(k)	
0001976617-24-000009	2764223	Common Stock				54613.0	F1			D			
0001593968-24-000054	2442523	Common Stock				5605.0	F2			I		By Trusts	
0001209191-24-000633	2737762	Common Units				17455608.0				I		By: McReynolds Energy Partners, L.P.	F2
0001209191-24-000633	2737761	Common Units				12142593.0				I		By: McReynolds Equity Partners, L.P.	F2
0001518715-24-000007	2732085	Common Stock				537.75				I		HomeStreet, Inc. 401(k) Savings Plan	F2
0000887343-24-000017	2309716	Common Stock				1354.0				I		By Spouse IRA	
0001104659-24-001047	2560304	Common Stock				386544.0				I		By Remainder Trust	F4
0001104659-24-001047	2560303	Common Stock				1201186.0				I		By Trust	F3
0000914851-24-000026	2719349	Common Stock				0.0				D			
0000914851-24-000025	2553219	Common Stock				0.0				D			
0000914851-24-000024	2612680	Common Stock				0.0				D			
0000914851-24-000023	2393631	Common Stock				0.0				D			
0000914851-24-000022	2768864	Common Stock				0.0				D			
0000914851-24-000021	2530694	Common Stock				0.0				D			
0000914851-24-000020	2779033	Common Stock				0.0				D			
0000914851-24-000019	2541857	Common Stock				0.0				D			
0001518715-24-000003	2809719	Common Stock				3875.0	F3			I		Courtney Mason, Mr. Mason's spouse	
0001518715-24-000002	2414180	Common Stock				3166.47				I		HomeStreet, Inc. 401(k) Savings Plan	F2
0001214659-24-000215	2365840	Common Stock				900000.0				I		By Reporting Person's Trust	
0001214659-24-000215	2365839	Common Stock				755653.0				I		By Reporting Person's LLC	
0001214659-24-000215	2365837	Common Stock				39528.0				I		By Trustee of Profit Sharing Plan	
0001214659-24-000215	2365838	Common Stock				556780.0				I		By Family Limited Partnership	F2
0001694426-24-000006	2468851	Common Stock				691945.0				I		By Yemin Investments, LP	
0000950170-24-001418	2750456	Common Stock				5384.0				I		See Footnote	F5
0000950170-24-001418	2750455	Common Stock underlying Units	F4			4616.0				I		See Footnote	F5
0001563190-24-000004	2539398	Class A Common Stock				8328116.0				I		See Footnotes	F4
0001929561-24-000003	2651760	Common Stock				1300701.0				I		See footnote	F2
0001469367-24-000011	2750649	Common Stock				343806.0				I		See footnote	F3
0001469367-24-000008	2819228	Common Stock				437.0				I		See Footnote	F3
0001469367-24-000007	2370825	Common Stock				113532.0	F3			I		See footnote	F4
0001784535-24-000004	2316551	Common Stock				6416712.0	F4			I	F5	By LLC	F5
0000950170-24-001408	2556553	Common Stock				809877.0				I		The Robert P. Bennett 2020 Grantor Retained Annuity Trust	
0000950170-24-001408	2556554	Common Stock				1332000.0				I		The Bennett Family 2020 Trust	
0001753926-24-000055	2424153	Common Stock				13677308.0				I		See footnote	F2
0001062993-24-000328	2768430	Common Stock				418.61				I		401(k) Savings Plan 01/02/2024	
0000914851-24-000018	2509149	Common Stock				0.0				D			
0000914851-24-000017	2605098	Common Stock				0.0				D			
0000914851-24-000016	2526076	Common Stock				0.0				D			
0000914851-24-000015	2806757	Common Stock				0.0				D			
0000914851-24-000014	2429479	Common Stock				0.0				D			
0000914851-24-000013	2710023	Common Stock				0.0				D			
0000914851-24-000012	2635222	Common Stock				0.0				D			
0000914851-24-000011	2331051	Common Stock				0.0				D			
0001104659-24-001038	2467287	Class B Common Stock				27079.0				D			
0001065280-24-000021	2549333	Common Stock				4991541.0	F21			I		by Trust	
0001140361-24-000508	2506123	Common Stock				8513.0	F1			D			
0001209191-24-000606	2393611	Ordinary Shares				932.0				D			
0001336917-24-000011	2352526	Class C Common Stock				2014.0				I		Katz Family Trust	
0001336917-24-000011	2352528	Class A Common Stock				2000.0				I			
0001336917-24-000011	2352527	Class A Common Stock				5120.96				D		Katz Family Trust	
0001336917-24-000009	2605692	Class C Common Stock				50000.0				I		SJG Irrevocable Trust	
0000073124-24-000014	2727658	Common Stock				1946.0				I		By Trust 1	
0000073124-24-000014	2727660	Common Stock				3.0				I		By Trust 3	
0000073124-24-000014	2727659	Common Stock				15.0				I		By Trust 2	
0000073124-24-000013	2415303	Common Stock				1000.0				I		By Trust	
0000073124-24-000010	2370667	Common Stock				1000.0				I		By Trust	
0000073124-24-000010	2370668	Common Stock				47.0				I		By LLC	
0000073124-24-000009	2771673	Common Stock				1743.0				I		By Trust	
0000073124-24-000008	2462547	Common Stock				4769.0				I		By Trust	
0001336917-24-000005	2420180	Class A Common Stock				11650.0				D			
0001725160-24-000003	2600612	Common Stock				16313.0	F1			D			
0000899243-24-000066	2345344	Common Stock				329998.0				I		Held by Trust	F5
0000899243-24-000066	2345345	Common Stock				7535467.0				D		Held by Spouse	
0000899243-24-000066	2345346	Common Stock				2836858.0				I		Held by Son	
0000899243-24-000066	2345348	Common Stock				1223638.0				I		Held by Foundation	F2
0000899243-24-000066	2345349	Common Stock				2222851.0				I		Held by Trust	F3
0000899243-24-000066	2345350	Common Stock				98166.0				I			
0000899243-24-000066	2345343	Common Stock				329998.0				I		Held by Trust	F4
0000899243-24-000066	2345347	Common Stock				202869.0				I		Held by Trust	F1
0001633917-24-000010	2808637	Common Stock				495.0				I		2021 Family Trust 1	
0001633917-24-000010	2808638	Common Stock				605.0				I		2021 Family Trust 2	
0001633917-24-000010	2808641	Common Stock				225.0				I		2021 Family Trust 5	
0001633917-24-000010	2808640	Common Stock				72.0				I		2021 Family Trust 4	
0001633917-24-000010	2808639	Common Stock				150.0				I		2021 Family Trust 3	
0001336917-24-000003	2497761	Class C Common Stock				75532.0				I		The Catherine Inzer Coltharp 2021 Trust	
0001336917-24-000003	2497762	Class C Common Stock				22741.0				I		Douglas Edward Coltharp Irrevocable Trust UAD 10/28/2020	
0001336917-24-000003	2497763	Class C Common Stock				503.0				I		UTMA for Child	
0001336917-24-000003	2497764	Class C Common Stock				503.0				I		UTMA for Child (2)	
0001336917-24-000003	2497765	Class A Common Stock				54820.24				D		The Catherine Inzer Coltharp 2021 Trust	
0001336917-24-000003	2497766	Class A Common Stock				75000.0				I		Douglas Edward Coltharp Irrevocable Trust UAD 10/28/2020	
0001336917-24-000003	2497767	Class A Common Stock				22914.0				I		UTMA for Child	
0001336917-24-000003	2497768	Class A Common Stock				500.0				I		UTMA for Child (2)	
0001336917-24-000003	2497769	Class A Common Stock				500.0				I			
0001062993-24-000324	2475751	Common Stock				29586702.0				I		By Griid Holdings, LLC	F1
0000899243-24-000062	2405289	Common Shares				285338.0				I		By Fluxman Family Holdings LLC	
0001062993-24-000322	2322615	Common Stock				734954.0				D			
0001062993-24-000321	2815040	Common Stock				459346.0				D			
0001209191-24-000586	2508935	Class A common stock				379350.0				I		by Steinbeck Family Trust	
0001209191-24-000586	2508936	Class A common stock				9805.0				I		by Cary Dustin Steinbeck & Melissa Maucione Crimson Steinbeck TR	
0001633917-24-000008	2804603	Common Stock				8.0				I		by Son	
0001633917-24-000008	2804602	Common Stock				4500.0				I		Trust 2	
0001633917-24-000008	2804601	Common Stock				4000.0				I		Trust 1	
0001062993-24-000320	2576814	Common Stock				459346.0				D			
0001062993-24-000319	2617160	Common Stock				1102431.0				D			
0001062993-24-000318	2593143	Common Stock				7500.0				D			
0001062993-24-000317	2548344	Common Stock				41010.0				I			
0001062993-24-000317	2548343	Common Stock				4134119.0				D		by The Thomas J. Zaccagnino 2020 Irrevocable Trust	F1
0001209191-24-000582	2655666	Class A Common Stock				100.0				I		As custodian	F2
0001209191-24-000582	2655668	Class A Common Stock				5.2				I		By Roth IRA	
0001209191-24-000582	2655667	Class A Common Stock				100.0				I		As custodian	F2
0001062993-24-000316	2790649	Common Stock				500356.0				D			
0000915913-24-000006	2415439	Common Stock				1217.9				I	F4	Albemarle Savings Plan	
0000914851-24-000010	2436046	Common Stock				0.0				D			
0000914851-24-000008	2651737	Common Stock				0.0				D			
0001633917-24-000002	2521330	Common Stock				7108.0				I		by GRAT	
0001209191-24-000575	2477671	Common Stock, $.01 par value per share				1277254.0				I		By JCS Partners LP	F2
0000897069-24-000063	2649473	Common Stock				3005117.0				I		by Capital Acquisition Management 2, LLC	F2
0001127602-24-000633	2470620	Common Stock				10000000.0				I	F1	By Marc Benioff Fund LLC	
0001437749-24-000487	2455130	Common Stock				166667.0				I		See Footnote	F3
0001437749-24-000487	2455129	Common Stock				4111272.88				I		See Footnote	F2
0000950170-24-001364	2804849	Common Stock, par value $0.0001 per share				1254776.0				D	F1		
0001437749-24-000484	2524225	Common Stock				3055394.12				I		See Footnote	F2
0001628280-24-000350	2636945	Class A Common Stock				2259987.0				I		Held by E Ventures Trust	
0001628280-24-000350	2636946	Class A Common Stock				151135.0				I		Held by Family Horizon Trust	
0001437749-24-000483	2724567	Common Stock				49400.0				I		See Footnote	F2
0001437749-24-000482	2792319	Common Stock				166667.0				I		See Footnote	F4
0001437749-24-000482	2792320	Common Stock				4111272.88				I		See Footnote	F3
0001437749-24-000482	2792321	Common Stock				166667.0				I		See Footnote	F4
0001437749-24-000482	2792318	Common Stock				4111272.88				I		See Footnote	F3
0001213900-24-000922	2330688	Class A Common Stock				250000.0	F1			D			
0000064040-24-000022	2505842	Common Stock				23749.0				I		By Adam J. Kansler 2022 GRAT	
0001209191-24-000556	2592181	Class A Common Stock				15388.0				D			
0001501570-24-000027	2575070	Common Stock				5750.0				I		By The Holland III FLP	
0001501570-24-000026	2570731	Common Stock				100.0				I		Personal IRA	
0001501570-24-000020	2643332	Common Stock				24249.0				I		By DHB Family Partnership, LP	F1
0001501570-24-000020	2643331	Common Stock				26670.0				I		By Bolin Investments, LP	
0001501570-24-000020	2643334	Common Stock				22250.0				I		By PSB Family Trust II	
0001501570-24-000020	2643335	Common Stock				10000.0				I		By Red Star Yield Holdings, Inc.	
0001501570-24-000020	2643333	Common Stock				96237.0				I		By Anasazi Capital, LP	
0001501570-24-000017	2742167	Common Stock				905.0				I		By Son	
0001501570-24-000017	2742166	Common Stock				7208.0				I		By Wife	
0001501570-24-000016	2589451	Common Stock				3000.0				I		IRA	
0000091576-24-000005	2730876	Common Shares				0.0				D			
0000091576-24-000004	2795066	Common Shares				10000.0				D			
