ACCESSION_NUMBER	OWNERSIGNATURENAME	OWNERSIGNATUREDATE
0001415889-23-010497	/s/ Edward T. Lee, Attorney-in-Fact	30-JUN-2023
0000899243-23-016775	SB Investment Advisers (UK) Limited, By: /s/ Amanda Sanchez-Barry, General Counsel	30-JUN-2023
0000899243-23-016775	SoftBank Vision Fund (AIV M1) L.P., By: SB Investment Advisers (UK) Limited, its manager, By: /s/ Amanda Sanchez-Barry, General Counsel	30-JUN-2023
0000899243-23-016775	SVF Endurance (Cayman) Limited, By: /s/ Rhonda Gornitsky, Director	30-JUN-2023
0001415889-23-010496	/s/ Edward T. Lee, Attorney-in-Fact	30-JUN-2023
0001569187-23-000080	/s/ Louis S. Haddad, Attorney-in-Fact for A. Russell Kirk	30-JUN-2023
0001569187-23-000079	/s/ Louis S. Haddad, as Attorney-in-Fact for John W. Snow	30-JUN-2023
0001569187-23-000078	/s/ Louis S. Haddad, as Attorney-in-Fact for Dennis H. Gartman	30-JUN-2023
0001593968-23-001062	/s/Steven L. Richie	30-JUN-2023
0000016058-23-000057	Michael A. Daniels	30-JUN-2023
0000016058-23-000055	Michael A. Daniels	30-JUN-2023
0001493152-23-023200	/s/ Christopher Furman	30-JUN-2023
0000907242-23-000015	Edwin Koenig	30-JUN-2023
0001945017-23-000003	Rajat Suri	30-JUN-2023
0000907242-23-000014	Paul Andrews	30-JUN-2023
0001628280-23-024074	/s/ Adam Thorngate-Gottlund, attorney-in-fact	30-JUN-2023
0001683168-23-004598	/s/ Mark R. Ziebell	30-JUN-2023
0001683168-23-004597	/s/ Stephen Hedberg, by Power of Attorney for Richard A. Richieri	30-JUN-2023
0001683168-23-004596	/s/ Stephen Hedberg, by Power of Attorney for Matthew R. Kwietniak	30-JUN-2023
0001683168-23-004595	/s/ Daniel R. Hart	30-JUN-2023
0001683168-23-004594	/s/ Stephen Hedberg, by Power of Attorney for Nicholas S. Green	30-JUN-2023
0001127602-23-019652	/s/ Janet M. Link, Attorney-in-Fact	30-JUN-2023
0001140361-23-032557	/s/ Lisa Lenstrohm, Attorney-in-Fact	30-JUN-2023
0000950142-23-001909	/s/ Darrell Sherman, as Attorney-in-Fact	30-JUN-2023
0000950170-23-031230	/s/ Daniel Dex, Attorney-in-Fact	30-JUN-2023
0000950170-23-031229	/s/ Daniel Dex, Attorney-in-fact	30-JUN-2023
0001104659-23-077278	/s/ Faisal Hasan, attorney-in-fact	30-JUN-2023
0001731122-23-001246	/s/Christopher Missling	30-JUN-2023
0001104659-23-077277	/s/ Frank Lanuto	30-JUN-2023
0001118417-23-000137	Manisha Shetty Gulati by Errol Hunter, Attorney-in-Fact	30-JUN-2023
0001415889-23-010495	/s/ Sean Renfroe, by Power of Attorney	30-JUN-2023
0000907242-23-000013	Craig Sullivan	30-JUN-2023
0000950170-23-031228	/s/ Jonathan Shanberge, as attorney-in-fact	30-JUN-2023
0000950170-23-031225	/s/ Shawn M. Soderberg, as attorney-in-fact	30-JUN-2023
0001945017-23-000002	Rajat Suri	30-JUN-2023
0001725134-23-000012	/s/ Anthony Saldana, as attorney-in-fact for Scott Flanders	30-JUN-2023
0000950170-23-031217	/s/ Kyle Fletcher, Attorney-in-Fact	30-JUN-2023
0000907242-23-000012	Yvette Landau	30-JUN-2023
0000899243-23-016770	/s/ Lauren Crockett, Attorney-in-Fact for Amir Nashat	30-JUN-2023
0001398344-23-012492	/s/ William Travis McKinney	27-JUN-2023
0001209191-23-040388	/s/ Robert Farrell, as attorney-in-fact for Timothy A. Springer	30-JUN-2023
0000950170-23-031214	Noubar B. Afeyan, Ph.D. By: /s/ Noubar B. Afeyan, Ph.D.	30-JUN-2023
0000950170-23-031213	/s/ Jonathan W. Byers, Attorney-in-Fact for John E. Jackson	30-JUN-2023
0001628280-23-024073	/s/ Andy Missan	30-JUN-2023
0001628280-23-024072	/s/ Andy Missan, Attorney-in-Fact for Thomas Paul Muniz	30-JUN-2023
0001628280-23-024071	/s/ Naseem Sagati Aghili, by power of attorney	30-JUN-2023
0001437749-23-019065	/s/ Anita M. Fontenot	30-JUN-2023
0001209191-23-040382	Mark S. Katz, as Attorney-in-Fact	30-JUN-2023
0001628280-23-024069	/s/ Eric Halverson for Jay Matushak, Attorney-in-Fact	30-JUN-2023
0001437749-23-019063	/s/ James Yegge	30-JUN-2023
0001437749-23-019061	/s/ Julio Melara	30-JUN-2023
0001209191-23-040381	/s/ Jay Sood, as Attorney-in-Fact	30-JUN-2023
0001214659-23-009060	/s/ Roland T. Kelly	30-JUN-2023
0001214659-23-009059	/s/ Roland T. Kelly, by power of attorney	30-JUN-2023
0001214659-23-009058	/s/ Roland T. Kelly, by power of attorney	30-JUN-2023
0001493152-23-023198	/s/ Michael D. Farkas	30-JUN-2023
0000947871-23-000717	/s/ Michael Olsen	30-JUN-2023
0001140361-23-032549	/s/ Lisa Lenstrohm, Attorney-in-Fact	30-JUN-2023
0000950170-23-031207	By: /s/ Rahul Khara, as Attorney-in-Fact	30-JUN-2023
0001209191-23-040379	/s/ David Leeb, Attorney-in-Fact	30-JUN-2023
0001225208-23-007045	/s/ Roya Shakoori, Attorney-in-Fact	30-JUN-2023
0001225208-23-007044	/s/ Roya Shakoori, Attorney-in-Fact	30-JUN-2023
0001225208-23-007043	/s/ Roya Shakoori, Attorney-in-Fact	30-JUN-2023
0001225208-23-007042	/s/ Roya Shakoori, Attorney-in-Fact	30-JUN-2023
0001225208-23-007041	/s/ Roya Shakoori, Attorney-in-Fact	30-JUN-2023
0001225208-23-007040	/s/ Roya Shakoori, Attorney-in-Fact	30-JUN-2023
0001209191-23-040377	Noah F. Webster, Attorney-in-Fact	30-JUN-2023
0001062993-23-014262	/s/ Andrew P. Campbell as attorney-in-fact for Alexander Topchy	30-JUN-2023
0001209191-23-040376	David Obstler, by /s/ Ron A. Metzger, Attorney-in-Fact	30-JUN-2023
0000705432-23-000140	Lindsey Bibby Bailes, attorney in fact	30-JUN-2023
0000705432-23-000139	Lindsey Bibby Bailes, attorney in fact	30-JUN-2023
0001415889-23-010494	Diana Scherer, Attorney-in-Fact	30-JUN-2023
0001140361-23-032542	/s/ Lisa Lenstrohm, Attorney-in-Fact	30-JUN-2023
0001104659-23-077252	/s/ Joshua Levine, Attorney-in-Fact	30-JUN-2023
0000705432-23-000138	Lindsey Bibby Bailes, attorney in fact	30-JUN-2023
0001225208-23-007039	/s/ Matthew J. Cox	30-JUN-2023
0001209191-23-040374	Heidi A. Sepanik, Secretary, Visteon Corporation, on behalf of Naomi M. Bergman	30-JUN-2023
0000923120-23-000044	By: Kim Moore, Attorney-In-Fact For: Patrick J. Ottensmeyer	30-JUN-2023
0000705432-23-000137	Lindsey Bibby Bailes, attorney in fact	30-JUN-2023
0000923120-23-000043	By: Kim Moore, Attorney-In-Fact For: Patrick J. Ottensmeyer	29-JUN-2023
0001209191-23-040373	/s/ Elliot D. Hoops, Attorney-in-Fact for Connie K. Duckworth	30-JUN-2023
0000705432-23-000136	Lindsey Bibby Bailes, attorney in fact	30-JUN-2023
0001209191-23-040372	/s/ Elliot D. Hoops, Attorney-In-Fact for Maryanne Lavan	30-JUN-2023
0001140361-23-032539	/s/ Lisa Lenstrohm, Attorney-in-Fact	30-JUN-2023
0000705432-23-000135	Lindsey Bibby Bailes, attorney in fact	30-JUN-2023
0000899243-23-016767	/s/ Kathleen R. Henry, by Power of Attorney	30-JUN-2023
0001140361-23-032537	/s/ Lisa Lenstrohm, Attorney-in-Fact	30-JUN-2023
0000899243-23-016766	/s/ Kathleen R. Henry, by Power of Attorney	30-JUN-2023
0001415889-23-010492	/s/ Ben Klocke, Attorney-in-Fact	30-JUN-2023
0000705432-23-000134	Lindsey Bibby Bailes, attorney in fact	30-JUN-2023
0000899243-23-016765	/s/ Kathleen R. Henry, by Power of Attorney	30-JUN-2023
0001209191-23-040371	/s/ Kylee Rast, by power of attorney	30-JUN-2023
0001829126-23-004534	/s/ William Zerella	30-JUN-2023
0001829126-23-004533	TKB Sponsor I, LLC By: /s/ Angela Blatteis, Manager	30-JUN-2023
0001829126-23-004533	/s/ Angela Blatteis	30-JUN-2023
0001829126-23-004533	/s/ Philippe Tartavull	30-JUN-2023
0001829126-23-004533	/s/ Greg Klein	30-JUN-2023
0001829126-23-004532	/s/ Ryan O'Hara	30-JUN-2023
0000705432-23-000133	Lindsey Bibby Bailes, attorney in fact	30-JUN-2023
0001829126-23-004531	/s/ Michael Herson	30-JUN-2023
0001140361-23-032534	/s/ Lisa Lenstrohm, Attorney-in-Fact	30-JUN-2023
0001829126-23-004530	/s/ Frank Levinson	30-JUN-2023
0000899243-23-016763	/s/ by Kathleen R. Henry, by Power of Attorney	30-JUN-2023
0000945836-23-000011	/s/ Richard MacPherson	30-JUN-2023
0001209191-23-040369	/s/ Pamela Sergeeff, Attorney-in-fact	30-JUN-2023
0001140361-23-032531	/s/ Lisa Lenstrohm, Attorney-in-Fact	30-JUN-2023
0001585521-23-000168	/s/ Aparna Bawa, Attorney-in-Fact	30-JUN-2023
0001493152-23-023195	/s/ Charles M. Fernandez	30-JUN-2023
0001493152-23-023194	/s/ Rodney Barreto	30-JUN-2023
0000950170-23-031185	/s/ Tomas Kiselak, Managing Member of Fairmount Funds Management LLC	30-JUN-2023
0000950170-23-031185	/s/ Tomas Kiselak, Managing Member of Fairmount Healthcare Fund LP	30-JUN-2023
0000950170-23-031185	/s/ Tomas Kiselak, Managing Member of Fairmount Healthcare Fund II LP	30-JUN-2023
0000950170-23-031185	/s/ Tomas Kiselak, Managing Member of Fairmount Healthcare Co-Invest LP	30-JUN-2023
0000950170-23-031185	/s/ Tomas Kiselak	30-JUN-2023
0000950170-23-031185	/s/ Peter Harwin	30-JUN-2023
0001474506-23-000314	/s/ Rajinder Singh,  by Peter Strand pursuant to power of attorney filed on 6/30/2023	30-JUN-2023
0000945836-23-000010	/s/ David M. Kaye	30-JUN-2023
0001415889-23-010490	/s/ Barb Montague, attorney-in-fact for Peter Busch Orthwein	30-JUN-2023
0001140361-23-032527	/s/ Lisa Lenstrohm, Attorney-in-Fact	30-JUN-2023
0001562180-23-005597	/s/ Seth Zelnick, Attorney-in-Fact	30-JUN-2023
0001562180-23-005596	/s/ Seth Zelnick, Attorney-in-Fact	30-JUN-2023
0001562180-23-005595	/s/ Seth Zelnick, Attorney-in-Fact	30-JUN-2023
0001562180-23-005594	/s/ Seth Zelnick, Attorney-in-Fact	30-JUN-2023
0001562180-23-005593	/s/ Seth Zelnick, Attorney-in-Fact	30-JUN-2023
0001562180-23-005592	/s/ Seth Zelnick, Attorney-in-Fact	30-JUN-2023
0001140361-23-032525	/s/ Lisa Lenstrohm, Attorney-in-Fact	30-JUN-2023
0001415889-23-010489	/s/ Michael E. Tarvin, Attorney-in-Fact	30-JUN-2023
0001140361-23-032522	/s/ Alan E. Baratz as Attorney-in-Fact, for Steven West	30-JUN-2023
0000109380-23-000146	By Thomas E. Laursen as attorney in fact	30-JUN-2023
0000945836-23-000009	/s/ John Pavlish	30-JUN-2023
0001213900-23-053630	/s/ James Wilmot Rogers as Attorney-in-Fact	30-JUN-2023
0000016058-23-000053	Todd Probert	30-JUN-2023
0001140361-23-032519	/s/ Alan E. Baratz as Attorney-in-Fact, for Emil Michael	30-JUN-2023
0001771515-23-000079	/s/ Lauri Fischer, Lauri Fischer, attorney-in-fact	30-JUN-2023
0001213900-23-053627	/s/ James Wilmot Rogers as Attorney-in-Fact	30-JUN-2023
0001714899-23-000107	/s/ Alexander Schuth, by power of attorney	30-JUN-2023
0001140361-23-032516	/s/ Alan E. Baratz as Attorney-in-Fact, for Michael J. Rogers	30-JUN-2023
0000096021-23-000084	/s/Gerald W. Clanton, Attorney-in-Fact	30-JUN-2023
0001683168-23-004588	/s/ Darryl Green	30-JUN-2023
0001213900-23-053621	/s/ Michael Francis - Attorney-in-Fact	30-JUN-2023
0001225208-23-007036	Linda J. Park, Attorney-in-Fact	30-JUN-2023
0001683168-23-004586	/s/ Charles Arnold	30-JUN-2023
0001104659-23-077239	/s/ Daniel Weinrot, Attorney-in-Fact for Ryan R. Caswell	30-JUN-2023
0001871335-23-000002	Frank Porter Stansberry	30-JUN-2023
0000096021-23-000082	/s/Gerald W. Clanton, Attorney-in-Fact	30-JUN-2023
0000950170-23-031172	/s/ Steven Weiser (as attorney-in fact on behalf of Robert J. O'Shea, individually)	30-JUN-2023
0000950170-23-031172	/s/ Steven Weiser (as attorney-in-fact on behalf of Edward A. Mule, individually)	30-JUN-2023
0000950170-23-031172	/s/ Steven Weiser, Authorized Signatory on behalf of Silver Point Capital, L.P.	30-JUN-2023
0001140361-23-032514	/s/ Lisa Lenstrohm, Attorney-in-Fact	30-JUN-2023
0001140361-23-032513	/s/ Alan E. Baratz as Attorney-in-Fact, for Roger Biscay	30-JUN-2023
0001213900-23-053618	/s/ Michael Francis, Attorney-in-Fact	30-JUN-2023
0001127602-23-019650	/s/ Rebecca A. Isakson by Rebecca A. Isakson, Attorney in Fact for Safra Catz (POA Filed 03-21-19)	30-JUN-2023
0001127602-23-019649	/s/ Rebecca Isakson by Rebecca Isakson, Attorney in fact for Lawrence J. Ellison (POA filed 12/27/18)	30-JUN-2023
0000096021-23-000080	/s/Gerald W. Clanton, Attorney-in-Fact	30-JUN-2023
0001140361-23-032500	/s/ Alan E. Baratz as Attorney-in-Fact, for Amy L. Cappellanti-Wolf	30-JUN-2023
0000096021-23-000078	/s/Gerald W. Clanton, Attorney-in-Fact	30-JUN-2023
0000784199-23-000127	/s/ Florian Tyrs	30-JUN-2023
0000950170-23-031168	/s/ Jonathan Alspaugh, by power of attorney	30-JUN-2023
0000950170-23-031167	/s/ Jonathan Alspaugh, by power of attorney	30-JUN-2023
0000096021-23-000076	/s/Gerald W. Clanton, Attorney-in-Fact	30-JUN-2023
0001415889-23-010484	/s/ Mrs. Cantey M. Ergen, Trustee of the Ergen Two-Year June 2023 DISH GRAT, by Timothy A. Messner, Attorney-in-Fact	30-JUN-2023
0001127602-23-019646	/s/ Sarah Dale, Attorney-in-Fact for Marc Benioff	30-JUN-2023
0000096021-23-000074	/s/Gerald W. Clanton, Attorney-in-Fact	30-JUN-2023
0001593968-23-001059	/s/Paul H. Pickle by Charles B. Ammann under Power of Attorney dated June 16, 2023 (Copy On File)	30-JUN-2023
0001593968-23-001058	/s/Paul H. Pickle by Charles B. Ammann under Power of Attorney dated June 16, 2023 (Copy On File)	30-JUN-2023
0001387131-23-008162	/s/ LaVern K. Lund	30-JUN-2023
0001140361-23-032490	/s/ Lisa Lenstrohm, Attorney-in-Fact	30-JUN-2023
0001562180-23-005591	/s/ David M Sherbin, Attorney-in-Fact	30-JUN-2023
0001209191-23-040364	/s/ Aaron Saltz, attorney-in-fact	30-JUN-2023
0001628280-23-024061	/s/ Robert M. Wolfe, as attorney-in-fact	30-JUN-2023
0000921895-23-001619	By: EMH Howard, LLC, By: /s/ Maria Reda as attorney-in-fact for Jack L. Howard, Managing Member	30-JUN-2023
0000921895-23-001619	By: /s/ Maria Reda as attorney-in-fact for Jack L. Howard	30-JUN-2023
0000109380-23-000145	By Thomas E. Laursen as attorney in fact	30-JUN-2023
0001331717-23-000022	William J. Keneally, by power of attorney	30-JUN-2023
0001209191-23-040363	/s/ A. Brent King, as Attorney in Fact	30-JUN-2023
0001447669-23-000145	/s/ Sarah DiLorenzo as attorney in fact for Reporting Person.	30-JUN-2023
0001209191-23-040362	/s/ Paul Warenski, by power of attorney	30-JUN-2023
0001415889-23-010480	/s/ Meghan C. Lyons , Attorney-in-Fact	30-JUN-2023
0001288847-23-000114	/s/Kimberly Lytikainen, Attorney in Fact	30-JUN-2023
0001415889-23-010479	/s/ Meghan C. Lyons , Attorney-in-Fact	30-JUN-2023
0001209191-23-040360	/s/ Adam Eltoukhy, attorney-in-fact on behalf of Susan Wagner	30-JUN-2023
0000929638-23-001881	/s/ Pleasant Lake Partners LLC, by Fund 1 Investments, LLC, its Managing Member, by Benjamin C. Cable, Chief Operating Officer	30-JUN-2023
0000929638-23-001881	/s/ Fund 1 Investments, LLC, by: Benjamin C. Cable, Chief Operating Officer	30-JUN-2023
0000929638-23-001881	/s/ Pleasant Lake Onshore Feeder Fund, LP, by Pleasant Lake Partners LLC, its Investment Adviser, by Fund 1 Investments, LLC, its Managing Member, by Benjamin C. Cable, Chief Operating Officer	30-JUN-2023
0001415889-23-010478	/s/ Meghan C. Lyons , Attorney-in-Fact	30-JUN-2023
0001447669-23-000143	/s/ Sarah DiLorenzo as attorney in fact for Reporting Person.	30-JUN-2023
0001209191-23-040359	/s/ Paul Warenski, by power of attorney	30-JUN-2023
0000109380-23-000144	By Thomas E. Laursen as attorney in fact	30-JUN-2023
0001209191-23-040358	/s/ Adam Eltoukhy, attorney-in-fact on behalf of Ann M. Livermore	30-JUN-2023
0001209191-23-040357	/s/ Adam Eltoukhy, attorney-in-fact on behalf of Jonathan Chadwick	30-JUN-2023
0001415889-23-010477	/s/ Meghan C. Lyons , Attorney-in-Fact	30-JUN-2023
0001209191-23-040355	Christopher G. Cobb, Attorney in Fact for Wayne T. Smith	30-JUN-2023
0001704715-23-000042	/s/ William Phillips, attorney-in-fact	30-JUN-2023
0001209191-23-040354	Christopher G. Cobb, Attorney in Fact for K. Ranga Krishnan	30-JUN-2023
0001209191-23-040352	/s/ Adam Eltoukhy, attorney-in-fact on behalf of Susan L. Bostrom	30-JUN-2023
0001209191-23-040351	/s/ Paul Warenski, by power of attorney	30-JUN-2023
0001127602-23-019643	/s/ Karen Tepichin, Attorney-in-Fact	30-JUN-2023
0001062993-23-014259	/s/ Paul Quinlan	30-JUN-2023
0001127602-23-019642	/s/ James Dillon, as Attorney-in-Fact	30-JUN-2023
0001447669-23-000141	/s/ Sarah DiLorenzo as attorney in fact for Reporting Person.	30-JUN-2023
0000950170-23-031149	By: /s/ Rahul Khara, as Attorney-in-Fact	30-JUN-2023
0001127602-23-019640	/s/ Karen Tepichin, Attorney-in-Fact	30-JUN-2023
0001209191-23-040349	/s/ Kylee Rast, by power of attorney	30-JUN-2023
0001209191-23-040348	/s/ Paul Warenski, by power of attorney	30-JUN-2023
0001562180-23-005587	/s/ Veena Bhatia, Attorney-in-Fact for Farquhar Scott	30-JUN-2023
0001562180-23-005586	/s/ Veena Bhatia, Attorney-in-Fact for Cannon-Brookes Michael	30-JUN-2023
0000354950-23-000172	/s/Stacy S. Ingram, Attorney-in-Fact for Kimberly R. Scardino	30-JUN-2023
0001331717-23-000021	William J. Keneally, by power of attorney	30-JUN-2023
0001127602-23-019638	/s/ Karen Tepichin, Attorney-in-Fact	30-JUN-2023
0001499832-23-000079	/s/**Allison Zolot as Attorney-in-Fact for Erik Hellum	30-JUN-2023
0001209191-23-040346	/s/ Paul Warenski, by power of attorney	30-JUN-2023
0001415889-23-010473	/s/ Ben Klocke, Attorney-in-Fact	30-JUN-2023
0001415889-23-010471	/s/ Ben Klocke, Attorney-in-Fact	30-JUN-2023
0001209191-23-040344	/s/ David J. Armstrong, Attorney-in-Fact	30-JUN-2023
0001819848-23-000257	/s/ Kate DeHoff	30-JUN-2023
0001062993-23-014255	William J. Kelleher; Attorney-in-Fact	30-JUN-2023
0001819848-23-000256	/s/ Kate DeHoff, Attorney-in-Fact for Bonny Simi	30-JUN-2023
0001415889-23-010469	/s/ Ben Klocke, Attorney-in-Fact	30-JUN-2023
0001062993-23-014254	William J. Kelleher; Attorney-in-Fact	30-JUN-2023
0001628280-23-024057	/s/ Robin Schulman, Attorney-in-Fact for Sundeep Bedi	30-JUN-2023
0001415889-23-010467	/s/ Ben Klocke, Attorney-in-Fact	30-JUN-2023
0001704715-23-000040	/s/ William Phillips, attorney-in-fact	30-JUN-2023
0001127602-23-019636	/s/ Shantale Greenson, attorney-in-fact for Nancy J. Wysenski	30-JUN-2023
0001104659-23-077179	/s/ Geoffrey P. Gilmore. Attorney-in-fact	30-JUN-2023
0001104659-23-077177	/s/ Geoffrey P. Gilmore. Attorney-in-fact	30-JUN-2023
0001104659-23-077176	/s/ Geoffrey P. Gilmore. Attorney-in-fact	30-JUN-2023
0001628280-23-024056	/s/ Robin Schulman, Attorney-in-Fact for Susan L. Bostrom	30-JUN-2023
0001127602-23-019635	/s/ Shantale Greenson, attorney-in-fact for Christopher I. Wright	30-JUN-2023
0001209191-23-040343	/s/ Micah Mitchell	30-JUN-2023
0001415889-23-010464	/s/ Ben Klocke, Attorney-in-Fact	30-JUN-2023
0001104659-23-077175	/s/ Geoffrey P. Gilmore. Attorney-in-fact	30-JUN-2023
0001127602-23-019634	/s/ Shantale Greenson, attorney-in-fact for Frank Anders Wilson	30-JUN-2023
0001202560-23-000004	Attorney-In-Fact:/s/Andrew P. Stone	30-JUN-2023
0001104659-23-077174	/s/ Geoffrey P. Gilmore	30-JUN-2023
0001209191-23-040342	Hess Investments North Dakota LLC by:  /s/ Jonathan C. Stein, Vice President	30-JUN-2023
0001209191-23-040342	Hess Corporation  by:  /s/ John P. Rielly, Executive Vice President and Chief Financial Officer	30-JUN-2023
0001209191-23-040341	/s/ David A. Henry, Attorney-in-Fact	30-JUN-2023
0001127602-23-019633	/s/ Shantale Greenson, attorney-in-fact for Nancy Snyderman	30-JUN-2023
0001127602-23-019631	/s/ Shantale Greenson, attorney-in-fact for Brian P. McKeon	30-JUN-2023
0001209191-23-040339	/s/Cherrie I. Tsai, with power of attorney for Jack A. Hockema	30-JUN-2023
0001209191-23-040338	/s/ Jonathan Alspaugh	30-JUN-2023
0001062993-23-014253	/s/ Preston Ray, attorney-in-fact	30-JUN-2023
0001209191-23-040336	Hess Infrastructure Partners GP LLC,   by: /s/ Jonathan C. Stein, Chief Financial Officer	30-JUN-2023
0001209191-23-040336	Hess Midstream GP LLC, by: /s/ Jonathan C. Stein, Chief Financial Officer	30-JUN-2023
0001209191-23-040336	Hess Midstream GP LP, by Hess Midstream GP LLC, its general partner, by: /s/ Jonathan C. Stein, Chief Financial Officer	30-JUN-2023
0001127602-23-019629	/s/ Shantale Greenson, attorney-in-fact for Cato T. Laurencin	30-JUN-2023
0001415889-23-010462	/s/ Ben Klocke, Attorney-in-Fact	30-JUN-2023
0001564301-23-000008	Attorney-In-Fact:/s/Andrew P. Stone	30-JUN-2023
0001628280-23-024053	/s/ Robin Schulman, Attorney-in-Fact for Mark Porter	30-JUN-2023
0001127602-23-019628	/s/ Shantale Greenson, attorney-in-fact for Richard Gaynor	30-JUN-2023
0001213900-23-053558	/s/ Ken Jisser	30-JUN-2023
0001209191-23-040335	/s/ Jonathan Alspaugh, by power of attorney	30-JUN-2023
0001834622-23-000046	/s/ Susan Canning, attorney-in-fact	30-JUN-2023
0001209191-23-040334	/s/ David A. Henry	30-JUN-2023
0001127602-23-019627	/s/ Kavita Padiyar, Attorney-in-Fact	30-JUN-2023
0001689375-23-000045	/s/ Jared Cohen, as Attorney-in-Fact	30-JUN-2023
0001209191-23-040333	/s/ Jonathan Alspaugh, by power of attorney	30-JUN-2023
0001387131-23-008159	/s/ Gerald Neugebauer, on behalf of James G. Coulter (4)(5)	30-JUN-2023
0001387131-23-008159	/s/ Gerald Neugebauer, on behalf of David Bonderman (4)(5)	30-JUN-2023
0001387131-23-008159	/s/ Bradford Berenson, General Counsel, TPG GP A, LLC (4)	30-JUN-2023
0001387131-23-008159	/s/ Gerald Neugebauer, on behalf of Jon Winkelried (4)(6)	30-JUN-2023
0001209191-23-040331	/s/Markus Hartmann, as Attorney-in-Fact for John Lai	28-JUN-2023
0001127602-23-019625	/s/ Shantale Greenson, attorney-in-fact for David Angelo Daglio, Jr.	30-JUN-2023
0000950170-23-031133	/s/ Elizabeth Monteleone, Attorney-in-Fact	30-JUN-2023
0000950170-23-031132	/s/ Elizabeth Monteleone, Attorney-in-Fact	30-JUN-2023
0001209191-23-040330	/s/ Paul R. Gudonis	30-JUN-2023
0001209191-23-040329	/s/ Jonathan Alspaugh, by power of attorney	30-JUN-2023
0001840502-23-000080	/s/ John Ferrantino, Attorney-in-fact	30-JUN-2023
0001221603-23-000006	Attorney-In-Fact:/s/Andrew P. Stone	30-JUN-2023
0001127602-23-019624	/s/ Shantale Greenson, attorney-in-fact for Shane Cooke	30-JUN-2023
0000950170-23-031129	/s/ Elizabeth Monteleone, Attorney-in-Fact	30-JUN-2023
0001628280-23-024052	/s/ Robin Schulman, Attorney-in-Fact for Godfrey Sullivan	30-JUN-2023
0001062993-23-014251	Richard C. Rosenjack	30-JUN-2023
0001104659-23-077167	/s/ Barry S. Sternlicht	30-JUN-2023
0001062993-23-014250	Dorith Hakim	30-JUN-2023
0001127602-23-019623	/s/ John Burke, Attorney-in-Fact	30-JUN-2023
0001127602-23-019622	/s/ Shantale Greenson, attorney-in-fact for Emily Peterson Alva	30-JUN-2023
0001320695-23-000120	/s/ Kristy N. Waterman	30-JUN-2023
0001214659-23-009048	/s/ Milton C. Ault, III	30-JUN-2023
0001214659-23-009047	/s/ Kjelti Kellough, as attorney in fact for Mikael Cho	30-JUN-2023
0001209191-23-040328	/s/ Jonathan Alspaugh, by power of attorney	30-JUN-2023
0000899243-23-016759	CPREF II AIV II - A, L.P., By: Centerbridge Partners Real Estate Associates II, L.P., its general partner, By: CPREF II Cayman GP Ltd., its general partner, By: /s/ Susanne V. Clark, Name: Susanne V. Clark, Title: Authorized Signatory	30-JUN-2023
