holding_months,rebalance_date,ticker,trade_size,signal_prob_up,signal_median_return,buy_date,buy_price,sell_target,sell_date,sell_price,shares,invested,value,pnl,return_pct,open,spy_buy_price,spy_sell_price,spy_value,spy_pnl,spy_return_pct,excess_return,beat_spy
6,2026-03-01,MU,175000.0,0.703,0.06241040664267716,2026-03-02,412.4967,2026-09-01,2026-06-12,981.61,0.242426,100.0,237.9679,137.9679,1.379679,True,684.5106,741.75,108.3621,8.3621,0.083621,1.296059,True
6,2026-03-01,LRCX,32500.0,0.682,0.04527807643948378,2026-03-02,230.7236,2026-09-01,2026-06-12,366.81,0.433419,100.0,158.9825,58.9825,0.589825,True,684.5106,741.75,108.3621,8.3621,0.083621,0.506204,True
6,2026-03-15,BK,75000.0,0.526,0.002373706105123885,2026-03-16,114.9238,2026-09-15,2026-06-12,143.98,0.870142,100.0,125.283,25.283,0.25283,True,667.2079,741.75,111.1722,11.1722,0.111722,0.141107,True
6,2026-04-01,PFE,32500.0,0.655,0.015892193759035944,2026-04-01,28.0864,2026-10-01,2026-06-12,26.21,3.560444,100.0,93.3192,-6.6808,-0.066808,True,655.24,741.75,113.2028,13.2028,0.132028,-0.198836,False
6,2026-05-01,GLW,32500.0,0.617,0.036218625793188464,2026-05-01,158.0178,2026-11-01,2026-06-12,179.2,0.63284,100.0,113.4049,13.4049,0.134049,True,720.65,741.75,102.9279,2.9279,0.029279,0.10477,True
6,2026-05-01,C,32500.0,0.576,0.010850752182865353,2026-05-01,126.84,2026-11-01,2026-06-12,139.83,0.788395,100.0,110.2412,10.2412,0.102412,True,720.65,741.75,102.9279,2.9279,0.029279,0.073133,True
6,2026-05-15,AMD,32500.0,0.763,0.08809886640354714,2026-05-15,424.1,2026-11-15,2026-06-12,511.57,0.235793,100.0,120.6249,20.6249,0.206249,True,739.17,741.75,100.349,0.349,0.00349,0.202758,True
6,2026-05-15,KEYS,32500.0,0.666,0.04102265868910093,2026-05-15,349.01,2026-11-15,2026-06-12,350.67,0.286525,100.0,100.4756,0.4756,0.004756,True,739.17,741.75,100.349,0.349,0.00349,0.001266,True
6,2026-06-01,TXN,8000.0,0.716,0.049561145078502955,2026-06-01,293.2,2026-12-01,2026-06-12,301.12,0.341064,100.0,102.7012,2.7012,0.027012,True,758.54,741.75,97.7865,-2.2135,-0.022135,0.049147,True
6,2026-06-01,AAPL,8000.0,0.717,0.021055134333178405,2026-06-01,306.31,2026-12-01,2026-06-12,291.13,0.326467,100.0,95.0442,-4.9558,-0.049558,True,758.54,741.75,97.7865,-2.2135,-0.022135,-0.027423,False
